Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer clip_vit_g_14_laion2b,True Label
n03773504\videogame_14.jpg,binder,web site,balloon,web site,web site,analog clock,n02007558,n03773504
n03773504\videogame_15.jpg,parachute,parachute,parachute,parachute,parachute,mountain bike,n03733281,n03773504
n03773504\videogame_16.jpg,parachute,parachute,parachute,parachute,parachute,balloon,n03376595,n03773504
n03773504\videogame_17.jpg,balloon,balloon,balloon,paddle,scoreboard,drilling platform,n01675722,n03773504
n03773504\videogame_18.jpg,monitor,scoreboard,scoreboard,web site,scoreboard,cash machine,n12768682,n03773504
n03773504\videogame_19.jpg,projectile,projectile,projectile,matchstick,projectile,analog clock,n13052670,n03773504
n03773504\videogame_2.jpg,parachute,balloon,parachute,solar dish,carpenter's kit,panpipe,n03376595,n03773504
n03773504\videogame_20.jpg,balloon,planetarium,planetarium,shopping basket,planetarium,ashcan,n03376595,n03773504
n03773504\videogame_3.jpg,parachute,parachute,parachute,sleeping bag,sleeping bag,sleeping bag,n02791124,n03773504
n03773504\videogame_4.jpg,paddle,balloon,balloon,scoreboard,balloon,analog clock,n01675722,n03773504
n03773504\videogame_5.jpg,projectile,projectile,projectile,projectile,projectile,tow truck,n12768682,n03773504
n03773504\videogame_6.jpg,jigsaw puzzle,comic book,balloon,jigsaw puzzle,jigsaw puzzle,toucan,n03376595,n03773504
n03773504\videogame_7.jpg,seashore,alp,seashore,alp,comic book,chain saw,n01984695,n03773504
n03773504\videogame_8.jpg,parachute,alp,lakeside,steel arch bridge,ibex,bald eagle,n07753275,n03773504
n03773504\videogame_9.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13054560,n03773504
n03775071\art_0.jpg,whistle,whistle,envelope,whistle,whistle,pill bottle,n03733131,n03775071
n03775071\art_1.jpg,mitten,slot,jigsaw puzzle,sarong,jigsaw puzzle,shower cap,n12768682,n03775071
n03775071\art_2.jpg,remote control,jigsaw puzzle,shower curtain,shower curtain,shower curtain,abacus,n07730033,n03775071
n03775071\art_3.jpg,bib,comic book,comic book,disk brake,bib,disk brake,n03777754,n03775071
n03775071\cartoon_0.jpg,envelope,web site,web site,scabbard,envelope,envelope,n02701002,n03775071
n03775071\cartoon_1.jpg,comic book,comic book,comic book,hair slide,comic book,iron,n02111129,n03775071
n03775071\cartoon_10.jpg,book jacket,sunscreen,book jacket,lotion,book jacket,switch,n03733131,n03775071
n03775071\cartoon_11.jpg,confectionery,packet,comic book,bookshop,comic book,packet,n02111129,n03775071
n03775071\cartoon_12.jpg,hook,rocking chair,carpenter's kit,microphone,rocking chair,coffee mug,n03000247,n03775071
n03775071\cartoon_13.jpg,handkerchief,bib,strainer,necklace,necklace,necklace,n10148035,n03775071
n03775071\cartoon_14.jpg,tray,comic book,comic book,comic book,comic book,jigsaw puzzle,n02130308,n03775071
n03775071\cartoon_15.jpg,rubber eraser,rubber eraser,envelope,envelope,pick,paper towel,n03000134,n03775071
n03775071\cartoon_16.jpg,envelope,handkerchief,envelope,envelope,envelope,toilet tissue,n07753592,n03775071
n03775071\cartoon_17.jpg,comic book,comic book,comic book,safety pin,jersey,backpack,n02130308,n03775071
n03775071\cartoon_18.jpg,web site,web site,web site,web site,web site,envelope,n02111129,n03775071
n03775071\cartoon_19.jpg,safety pin,corkscrew,safety pin,quill,safety pin,corkscrew,n03032252,n03775071
n03775071\cartoon_2.jpg,envelope,web site,comic book,web site,web site,envelope,n02111129,n03775071
n03775071\cartoon_20.jpg,envelope,racket,puck,jersey,envelope,envelope,n15075141,n03775071
n03775071\cartoon_21.jpg,book jacket,envelope,book jacket,book jacket,book jacket,book jacket,n02119789,n03775071
n03775071\cartoon_22.jpg,crossword puzzle,lipstick,book jacket,crossword puzzle,paper towel,jigsaw puzzle,n02102040,n03775071
n03775071\cartoon_23.jpg,doormat,envelope,envelope,envelope,envelope,comic book,n13133613,n03775071
n03775071\cartoon_24.jpg,envelope,teddy,comic book,flagpole,envelope,ski,n03000247,n03775071
n03775071\cartoon_3.jpg,pillow,safety pin,swing,swing,hook,whistle,n03000134,n03775071
n03775071\cartoon_4.jpg,bib,perfume,soap dispenser,hook,stethoscope,stethoscope,n03255030,n03775071
n03775071\cartoon_5.jpg,toilet tissue,pick,jersey,necklace,envelope,mitten,n03100240,n03775071
n03775071\cartoon_6.jpg,comic book,comic book,comic book,comic book,pillow,comic book,n03000134,n03775071
n03775071\cartoon_7.jpg,comic book,pick,book jacket,envelope,envelope,sundial,n01978287,n03775071
n03775071\cartoon_8.jpg,comic book,hard disc,book jacket,envelope,hard disc,sundial,n02119789,n03775071
n03775071\cartoon_9.jpg,hook,web site,book jacket,nematode,menu,corkscrew,n02701002,n03775071
n03775071\embroidery_0.jpg,wallet,prayer rug,doormat,doormat,doormat,handkerchief,n07802026,n03775071
n03775071\embroidery_1.jpg,swab,tray,tray,bolo tie,shower cap,bottlecap,n03272010,n03775071
n03775071\embroidery_2.jpg,handkerchief,pick,comic book,jigsaw puzzle,bib,Christmas stocking,n02119789,n03775071
n03775071\embroidery_3.jpg,envelope,envelope,envelope,envelope,envelope,wall clock,n07920052,n03775071
n03775071\embroidery_4.jpg,Christmas stocking,jigsaw puzzle,comic book,Christmas stocking,jigsaw puzzle,Christmas stocking,n02119789,n03775071
n03775071\graffiti_0.jpg,comic book,comic book,freight car,comic book,jigsaw puzzle,carpenter's kit,n03272010,n03775071
n03775071\graphic_0.jpg,pinwheel,barbershop,pinwheel,pinwheel,pinwheel,ballplayer,n02111129,n03775071
n03775071\origami_0.jpg,jigsaw puzzle,handkerchief,Christmas stocking,envelope,pinwheel,pillow,n02028035,n03775071
n03775071\painting_0.jpg,comic book,book jacket,book jacket,book jacket,book jacket,vestment,n13040303,n03775071
n03775071\painting_1.jpg,shield,tray,shield,shield,shield,balloon,n12267677,n03775071
n03775071\painting_2.jpg,envelope,rubber eraser,envelope,packet,envelope,envelope,n07579787,n03775071
n03775071\painting_3.jpg,sock,sock,sock,sock,knot,confectionery,n03223299,n03775071
n03775071\painting_4.jpg,envelope,apron,envelope,envelope,shower curtain,bib,n03272010,n03775071
n03775071\painting_5.jpg,conch,plastic bag,clog,clog,banana,spindle,n02033041,n03775071
n03775071\sculpture_0.jpg,necklace,pill bottle,necklace,necklace,necklace,dumbbell,n04201297,n03775071
n03775071\sculpture_1.jpg,toyshop,armadillo,bonnet,ice cream,toyshop,ice lolly,n03710193,n03775071
n03775071\sketch_0.jpg,trombone,web site,cornet,hook,stethoscope,stopwatch,n03000134,n03775071
n03775071\sketch_1.jpg,whistle,pick,pick,microphone,pick,plate rack,n03100240,n03775071
n03775071\sketch_10.jpg,hook,web site,screw,screw,envelope,safety pin,n03223299,n03775071
n03775071\sketch_11.jpg,comic book,rule,envelope,envelope,envelope,envelope,n02233338,n03775071
n03775071\sketch_12.jpg,saltshaker,saltshaker,mitten,thimble,mitten,thimble,n13040303,n03775071
n03775071\sketch_13.jpg,plate rack,racket,knot,parachute,hook,stethoscope,n13040303,n03775071
n03775071\sketch_14.jpg,hook,web site,stethoscope,stethoscope,stethoscope,hook,n03000134,n03775071
n03775071\sketch_15.jpg,paper towel,pick,jersey,hook,bib,hook,n03000134,n03775071
n03775071\sketch_16.jpg,plate rack,envelope,loupe,envelope,envelope,beer glass,n03100240,n03775071
n03775071\sketch_17.jpg,throne,coffee mug,combination lock,hook,coffee mug,combination lock,n02701002,n03775071
n03775071\sketch_18.jpg,hook,stethoscope,stopwatch,hook,hook,hook,n04332243,n03775071
n03775071\sketch_19.jpg,plate rack,plate rack,nematode,hook,rocking chair,bolo tie,n13040303,n03775071
n03775071\sketch_2.jpg,hook,Band Aid,safety pin,pick,pick,pick,n03000134,n03775071
n03775071\sketch_20.jpg,hook,street sign,envelope,pick,web site,paper towel,n02233338,n03775071
n03775071\sketch_21.jpg,hook,pick,hook,hook,hook,hook,n13040303,n03775071
n03775071\sketch_22.jpg,envelope,web site,knot,nematode,nematode,whistle,n03223299,n03775071
n03775071\sketch_23.jpg,necklace,red wine,necklace,mouse,plate rack,mouse,n13040303,n03775071
n03775071\sketch_3.jpg,toilet tissue,letter opener,pitcher,pick,hook,rocking chair,n03000134,n03775071
n03775071\sketch_4.jpg,hook,rocking chair,plate rack,hook,hook,whistle,n03223299,n03775071
n03775071\sketch_5.jpg,plate rack,pick,plate rack,pick,pick,plate rack,n03100240,n03775071
n03775071\sketch_6.jpg,plate rack,plate rack,nematode,muzzle,rocking chair,combination lock,n13040303,n03775071
n03775071\sketch_7.jpg,spider web,pick,clog,pick,pick,plate rack,n03272010,n03775071
n03775071\sketch_8.jpg,plate rack,lighter,thimble,hook,hook,hook,n03000134,n03775071
n03775071\sketch_9.jpg,envelope,web site,envelope,hook,web site,envelope,n13040303,n03775071
n03775071\sticker_0.jpg,bottlecap,hair slide,mitten,bottlecap,hair slide,bottlecap,n07802026,n03775071
n03775071\sticker_1.jpg,doormat,wallet,wallet,rubber eraser,wallet,cassette,n07693725,n03775071
n03775071\sticker_2.jpg,shoe shop,spatula,slot,pencil box,bib,backpack,n02120079,n03775071
n03775071\sticker_3.jpg,Christmas stocking,packet,Christmas stocking,pick,purse,Christmas stocking,n02011460,n03775071
n03775071\toy_0.jpg,teddy,teddy,teddy,bow tie,teddy,thimble,n02071294,n03775071
n03775071\toy_1.jpg,bottlecap,coffee mug,coffee mug,envelope,wall clock,handkerchief,n02119789,n03775071
n03775071\toy_2.jpg,pillow,punching bag,purse,Christmas stocking,pillow,pitcher,n04200800,n03775071
n03775071\toy_3.jpg,teddy,teddy,teddy,teddy,teddy,teddy,n02028035,n03775071
n03888257\art_0.jpg,envelope,book jacket,book jacket,book jacket,book jacket,binder,n02119789,n03888257
n03888257\art_1.jpg,doormat,mousetrap,doormat,fire screen,doormat,doormat,n10565667,n03888257
n03888257\art_10.jpg,handkerchief,handkerchief,handkerchief,spindle,tray,handkerchief,n09421951,n03888257
n03888257\art_11.jpg,parachute,parachute,parachute,parachute,ladybug,parachute,n10148035,n03888257
n03888257\art_12.jpg,bib,bib,bib,sweatshirt,bathing cap,shield,n12768682,n03888257
n03888257\art_13.jpg,street sign,ashcan,ashcan,mousetrap,ashcan,plastic bag,n03272010,n03888257
n03888257\art_2.jpg,tick,tick,harvestman,harvestman,harvestman,harvestman,n13052670,n03888257
n03888257\art_3.jpg,parachute,parachute,parachute,parachute,parachute,balloon,n02009912,n03888257
n03888257\art_4.jpg,chime,chime,chime,chime,chime,chime,n02130308,n03888257
n03888257\art_5.jpg,envelope,envelope,parachute,parachute,parachute,bib,n13040303,n03888257
n03888257\art_6.jpg,mailbag,mailbag,mailbag,envelope,mailbag,carton,n03272010,n03888257
n03888257\art_7.jpg,umbrella,pillow,umbrella,pillow,umbrella,handkerchief,n03000134,n03888257
n03888257\art_8.jpg,tray,ashcan,ashcan,ashcan,shower curtain,paper towel,n02120079,n03888257
n03888257\art_9.jpg,knot,chime,broom,broom,knot,bolo tie,n02120079,n03888257
n03888257\cartoon_0.jpg,hook,red wine,safety pin,harvestman,jellyfish,red wine,n03032252,n03888257
n03888257\cartoon_1.jpg,broom,guillotine,shopping cart,swing,thatch,envelope,n03000134,n03888257
n03888257\cartoon_10.jpg,handkerchief,prayer rug,tray,envelope,maze,fire screen,n02100236,n03888257
n03888257\cartoon_11.jpg,comic book,slot,comic book,comic book,comic book,comic book,n02077923,n03888257
n03888257\cartoon_12.jpg,handkerchief,bib,handkerchief,jigsaw puzzle,bib,handkerchief,n04070727,n03888257
n03888257\cartoon_13.jpg,parachute,comic book,table lamp,table lamp,table lamp,table lamp,n03733281,n03888257
n03888257\cartoon_14.jpg,envelope,envelope,envelope,envelope,envelope,envelope,n09332890,n03888257
n03888257\cartoon_15.jpg,comic book,comic book,comic book,electric fan,comic book,disk brake,n02701002,n03888257
n03888257\cartoon_16.jpg,fountain,fountain,book jacket,sundial,comic book,comic book,n10148035,n03888257
n03888257\cartoon_17.jpg,envelope,binder,comic book,envelope,envelope,menu,n01968897,n03888257
n03888257\cartoon_18.jpg,parachute,parachute,mask,pick,mask,stethoscope,n03000134,n03888257
n03888257\cartoon_19.jpg,comic book,mask,mask,mask,mask,microphone,n12057211,n03888257
n03888257\cartoon_2.jpg,hook,black widow,black widow,hook,muzzle,black widow,n13040303,n03888257
n03888257\cartoon_20.jpg,envelope,envelope,envelope,envelope,envelope,handkerchief,n13040303,n03888257
n03888257\cartoon_21.jpg,comic book,comic book,comic book,comic book,comic book,comic book,n03197337,n03888257
n03888257\cartoon_22.jpg,jersey,parachute,jersey,parachute,pick,parachute,n13040303,n03888257
n03888257\cartoon_23.jpg,television,web site,balloon,ping-pong ball,remote control,screen,n13040303,n03888257
n03888257\cartoon_24.jpg,parachute,parachute,balloon,safety pin,parachute,corkscrew,n04200800,n03888257
n03888257\cartoon_25.jpg,envelope,envelope,envelope,envelope,envelope,envelope,n01968897,n03888257
n03888257\cartoon_26.jpg,pencil box,minivan,chest,chest,minivan,pillow,n04111531,n03888257
n03888257\cartoon_27.jpg,rubber eraser,envelope,envelope,envelope,book jacket,envelope,n03032252,n03888257
n03888257\cartoon_28.jpg,parachute,parachute,parachute,parachute,electric fan,parachute,n02130308,n03888257
n03888257\cartoon_29.jpg,pillow,bib,handkerchief,jigsaw puzzle,bib,bib,n10148035,n03888257
n03888257\cartoon_3.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13040303,n03888257
n03888257\cartoon_30.jpg,handkerchief,parachute,parachute,jigsaw puzzle,parachute,parachute,n03733131,n03888257
n03888257\cartoon_31.jpg,parachute,parachute,comic book,parachute,parachute,parachute,n13044778,n03888257
n03888257\cartoon_32.jpg,envelope,envelope,envelope,jigsaw puzzle,hair slide,iron,n02233338,n03888257
n03888257\cartoon_33.jpg,envelope,envelope,binder,envelope,envelope,envelope,n07583066,n03888257
n03888257\cartoon_34.jpg,parachute,safety pin,comic book,comic book,packet,screen,n13040303,n03888257
n03888257\cartoon_35.jpg,pillow,wallet,wallet,comic book,pillow,prayer rug,n03272010,n03888257
n03888257\cartoon_36.jpg,envelope,envelope,envelope,hook,envelope,book jacket,n02233338,n03888257
n03888257\cartoon_37.jpg,comic book,web site,steel arch bridge,web site,web site,book jacket,n01984695,n03888257
n03888257\cartoon_4.jpg,pillow,lampshade,lampshade,black widow,jigsaw puzzle,parachute,n02033041,n03888257
n03888257\cartoon_5.jpg,balloon,comic book,parachute,pinwheel,parachute,parachute,n13044778,n03888257
n03888257\cartoon_6.jpg,puck,scale,cassette,scale,switch,cornet,n13052670,n03888257
n03888257\cartoon_7.jpg,envelope,envelope,book jacket,envelope,comic book,comic book,n12267677,n03888257
n03888257\cartoon_8.jpg,parachute,mortarboard,parachute,umbrella,parachute,envelope,n13052670,n03888257
n03888257\cartoon_9.jpg,hook,safety pin,safety pin,hook,envelope,hook,n04200800,n03888257
n03888257\deviantart_0.jpg,comic book,parachute,comic book,envelope,comic book,balloon,n02111129,n03888257
n03888257\deviantart_1.jpg,parachute,parachute,parachute,parachute,parachute,pinwheel,n15075141,n03888257
n03888257\deviantart_2.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n07730033,n03888257
n03888257\deviantart_3.jpg,parachute,parachute,parachute,fountain,dugong,coral reef,n07753275,n03888257
n03888257\deviantart_4.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13040303,n03888257
n03888257\embroidery_0.jpg,parachute,parachute,parachute,parachute,parachute,umbrella,n03100240,n03888257
n03888257\graffiti_0.jpg,book jacket,gas pump,ashcan,toilet seat,mask,mask,n02120079,n03888257
n03888257\graffiti_1.jpg,bottlecap,street sign,doormat,doormat,teddy,skunk,n13052670,n03888257
n03888257\graffiti_10.jpg,puck,jigsaw puzzle,hook,pick,hook,lampshade,n04200800,n03888257
n03888257\graffiti_2.jpg,badger,mousetrap,polecat,skunk,polecat,water snake,n03000247,n03888257
n03888257\graffiti_3.jpg,fountain,parachute,fountain,cockroach,fountain,slug,n02120505,n03888257
n03888257\graffiti_4.jpg,parachute,parachute,parachute,long-horned beetle,parachute,pillow,n04200800,n03888257
n03888257\graffiti_5.jpg,wall clock,shoe shop,jigsaw puzzle,goose,jigsaw puzzle,cliff dwelling,n02108089,n03888257
n03888257\graffiti_6.jpg,street sign,street sign,freight car,freight car,freight car,freight car,n03272010,n03888257
n03888257\graffiti_7.jpg,parachute,mortar,parachute,barrow,parachute,pick,n13044778,n03888257
n03888257\graffiti_8.jpg,hammer,corkscrew,corkscrew,nail,screwdriver,cockroach,n13052670,n03888257
n03888257\graffiti_9.jpg,paintbrush,parachute,bucket,envelope,tricycle,book jacket,n02120079,n03888257
n03888257\graphic_0.jpg,web site,web site,web site,web site,web site,web site,n15075141,n03888257
n03888257\misc_0.jpg,ballpoint,rubber eraser,ballpoint,ballpoint,letter opener,menu,n07579787,n03888257
n03888257\misc_1.jpg,plastic bag,bathtub,plastic bag,shower cap,plastic bag,handkerchief,n02120079,n03888257
n03888257\painting_0.jpg,comic book,tray,book jacket,jigsaw puzzle,tray,parachute,n13044778,n03888257
n03888257\painting_1.jpg,balloon,balloon,balloon,balloon,balloon,balloon,n02130308,n03888257
n03888257\sketch_0.jpg,parachute,hook,parachute,hook,parachute,strainer,n13052670,n03888257
n03888257\sketch_1.jpg,parachute,radio telescope,hook,electric fan,parachute,electric fan,n02113023,n03888257
n03888257\sketch_10.jpg,plate rack,table lamp,drum,perfume,plate rack,radio telescope,n13040303,n03888257
n03888257\sketch_11.jpg,hook,electric fan,electric fan,hook,necklace,necklace,n13040303,n03888257
n03888257\sketch_12.jpg,balloon,radio telescope,parachute,table lamp,balloon,radio telescope,n13040303,n03888257
n03888257\sketch_13.jpg,parachute,parachute,hook,parachute,parachute,parachute,n13052670,n03888257
n03888257\sketch_14.jpg,parachute,parachute,parachute,hook,parachute,hook,n03272010,n03888257
n03888257\sketch_15.jpg,hook,web site,web site,mouse,envelope,cassette,n03000134,n03888257
n03888257\sketch_16.jpg,parachute,stretcher,parachute,radio telescope,letter opener,safety pin,n13044778,n03888257
n03888257\sketch_17.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13052670,n03888257
n03888257\sketch_18.jpg,parachute,electric fan,parachute,quill,parachute,parachute,n13052670,n03888257
n03888257\sketch_19.jpg,hook,panpipe,parachute,plate rack,parachute,plate rack,n13054560,n03888257
n03888257\sketch_2.jpg,cradle,web site,web site,hook,parachute,radio telescope,n13052670,n03888257
n03888257\sketch_20.jpg,envelope,web site,nematode,jigsaw puzzle,web site,envelope,n03223299,n03888257
n03888257\sketch_21.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13040303,n03888257
n03888257\sketch_22.jpg,parachute,parachute,parachute,table lamp,parachute,parachute,n13052670,n03888257
n03888257\sketch_23.jpg,parachute,parachute,parachute,parachute,parachute,strainer,n13052670,n03888257
n03888257\sketch_3.jpg,parachute,electric fan,hook,quill,parachute,parachute,n13052670,n03888257
n03888257\sketch_4.jpg,safety pin,chime,hook,safety pin,parachute,cup,n13040303,n03888257
n03888257\sketch_5.jpg,parachute,parachute,parachute,parachute,parachute,safety pin,n13052670,n03888257
n03888257\sketch_6.jpg,hook,hook,web site,hair slide,envelope,radio telescope,n13052670,n03888257
n03888257\sketch_7.jpg,plate rack,envelope,plate rack,envelope,folding chair,envelope,n03100240,n03888257
n03888257\sketch_8.jpg,whistle,black widow,black widow,black widow,muzzle,cassette,n03223299,n03888257
n03888257\sketch_9.jpg,airship,book jacket,radio telescope,sundial,book jacket,shopping cart,n04200800,n03888257
n03888257\sticker_0.jpg,parachute,parachute,parachute,sundial,quill,umbrella,n13044778,n03888257
n03888257\sticker_1.jpg,fire screen,chest,wall clock,wall clock,pillow,scale,n02120079,n03888257
n03888257\sticker_2.jpg,parachute,parachute,parachute,parachute,parachute,book jacket,n13044778,n03888257
n03888257\sticker_3.jpg,book jacket,basketball,parachute,pillow,hair slide,safety pin,n02120079,n03888257
n03888257\sticker_4.jpg,parachute,parachute,parachute,book jacket,parachute,water tower,n03000247,n03888257
n03888257\sticker_5.jpg,parachute,hook,hook,wall clock,hook,corkscrew,n13040303,n03888257
n03888257\toy_0.jpg,parachute,parachute,parachute,parachute,parachute,goblet,n07583066,n03888257
n03888257\toy_1.jpg,parachute,parachute,parachute,mushroom,umbrella,umbrella,n04200800,n03888257
n03888257\toy_2.jpg,parachute,parachute,parachute,parachute,ant,barn spider,n02037110,n03888257
n03888257\videogame_0.jpg,comic book,basketball,parachute,balloon,parachute,balloon,n07753275,n03888257
n03888257\videogame_1.jpg,parachute,balloon,parachute,solar dish,carpenter's kit,panpipe,n03376595,n03888257
n03888257\videogame_10.jpg,binder,web site,balloon,web site,web site,analog clock,n02007558,n03888257
n03888257\videogame_11.jpg,parachute,parachute,parachute,parachute,parachute,mountain bike,n03733281,n03888257
n03888257\videogame_12.jpg,parachute,parachute,parachute,parachute,parachute,balloon,n03376595,n03888257
n03888257\videogame_13.jpg,balloon,balloon,balloon,paddle,scoreboard,drilling platform,n01675722,n03888257
n03888257\videogame_14.jpg,monitor,scoreboard,scoreboard,web site,scoreboard,cash machine,n12768682,n03888257
n03888257\videogame_15.jpg,balloon,planetarium,planetarium,shopping basket,planetarium,ashcan,n03376595,n03888257
n03888257\videogame_2.jpg,parachute,parachute,parachute,sleeping bag,sleeping bag,sleeping bag,n02791124,n03888257
n03888257\videogame_3.jpg,paddle,balloon,balloon,scoreboard,balloon,analog clock,n01675722,n03888257
n03888257\videogame_4.jpg,jigsaw puzzle,comic book,balloon,jigsaw puzzle,jigsaw puzzle,toucan,n03376595,n03888257
n03888257\videogame_5.jpg,seashore,alp,seashore,alp,comic book,chain saw,n01984695,n03888257
n03888257\videogame_6.jpg,parachute,alp,lakeside,steel arch bridge,ibex,bald eagle,n07753275,n03888257
n03888257\videogame_7.jpg,parachute,parachute,parachute,parachute,parachute,parachute,n13054560,n03888257
n03888257\videogame_8.jpg,maze,packet,jigsaw puzzle,jigsaw puzzle,balloon,wall clock,n02992211,n03888257
n03888257\videogame_9.jpg,parachute,parachute,parachute,parachute,sleeping bag,parachute,n04332243,n03888257
n03930630\art_0.jpg,pickup,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,n03733131,n03930630
n03930630\art_1.jpg,pickup,pickup,pickup,cab,pickup,cab,n13037406,n03930630
n03930630\art_2.jpg,snowplow,tow truck,grille,cornet,buckle,cornet,n15075141,n03930630
n03930630\art_3.jpg,comic book,comic book,comic book,comic book,comic book,carpenter's kit,n10148035,n03930630
n03930630\art_4.jpg,pickup,pickup,pickup,pickup,pickup,television,n10148035,n03930630
n03930630\art_5.jpg,pickup,crash helmet,pickup,pickup,pickup,perfume,n10148035,n03930630
n03930630\art_6.jpg,binoculars,jeep,binoculars,jeep,golfcart,hook,n13040303,n03930630
n03930630\cartoon_0.jpg,pillow,hook,assault rifle,toaster,jigsaw puzzle,cornet,n13040303,n03930630
n03930630\cartoon_1.jpg,recreational vehicle,handkerchief,minivan,tricycle,comic book,barrow,n07715103,n03930630
n03930630\cartoon_10.jpg,pickup,pickup,pickup,jeep,beach wagon,garbage truck,n04019541,n03930630
n03930630\cartoon_11.jpg,pickup,beach wagon,pickup,jeep,beach wagon,stretcher,n12620546,n03930630
n03930630\cartoon_12.jpg,hair slide,hair slide,jersey,hook,hair slide,hair slide,n13040303,n03930630
n03930630\cartoon_13.jpg,plate rack,stretcher,stretcher,stretcher,stretcher,purse,n15075141,n03930630
n03930630\cartoon_14.jpg,pickup,lighter,pickup,buckle,pickup,reflex camera,n04019541,n03930630
n03930630\cartoon_15.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n13037406,n03930630
n03930630\cartoon_16.jpg,pickup,gasmask,pickup,grille,grille,buckle,n13040303,n03930630
n03930630\cartoon_17.jpg,pickup,hair slide,envelope,racer,hair slide,analog clock,n03127925,n03930630
n03930630\cartoon_18.jpg,crane,crane,golfcart,lawn mower,crane,birdhouse,n04525305,n03930630
n03930630\cartoon_19.jpg,plate rack,plate rack,stretcher,mousetrap,toaster,scale,n15075141,n03930630
n03930630\cartoon_2.jpg,moving van,cab,recreational vehicle,grille,grille,cornet,n04141975,n03930630
n03930630\cartoon_20.jpg,envelope,cornet,envelope,envelope,envelope,envelope,n13040303,n03930630
n03930630\cartoon_21.jpg,envelope,envelope,tray,envelope,envelope,envelope,n12620546,n03930630
n03930630\cartoon_3.jpg,pickup,pickup,pickup,pickup,pickup,stretcher,n04019541,n03930630
n03930630\cartoon_4.jpg,binder,envelope,book jacket,envelope,safety pin,binder,n13037406,n03930630
n03930630\cartoon_5.jpg,pickup,golfcart,pickup,pickup,pickup,convertible,n13133613,n03930630
n03930630\cartoon_6.jpg,grille,hair slide,safety pin,buckle,jeep,buckle,n13040303,n03930630
n03930630\cartoon_7.jpg,pickup,tow truck,tow truck,pickup,pickup,crane,n13040303,n03930630
n03930630\cartoon_8.jpg,plate rack,envelope,book jacket,envelope,envelope,book jacket,n13052670,n03930630
n03930630\cartoon_9.jpg,pickup,beach wagon,pickup,cab,sports car,ski,n10148035,n03930630
n03930630\deviantart_0.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n13040303,n03930630
n03930630\deviantart_1.jpg,jeep,minibus,comic book,pencil sharpener,sleeping bag,ashcan,n04525038,n03930630
n03930630\deviantart_2.jpg,pickup,tow truck,pickup,tow truck,pickup,pickup,n13040303,n03930630
n03930630\deviantart_3.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n10148035,n03930630
n03930630\deviantart_4.jpg,sports car,car wheel,car wheel,car wheel,beach wagon,beach wagon,n13040303,n03930630
n03930630\deviantart_5.jpg,pickup,pickup,pickup,pickup,beach wagon,teapot,n10148035,n03930630
n03930630\deviantart_6.jpg,pickup,pickup,pickup,pickup,pickup,cab,n13040303,n03930630
n03930630\embroidery_0.jpg,mailbag,pickup,purse,pencil box,pickup,chain saw,n04532106,n03930630
n03930630\graphic_0.jpg,bib,purse,doormat,buckle,doormat,wallet,n13052670,n03930630
n03930630\graphic_1.jpg,pickup,beach wagon,pickup,beach wagon,beach wagon,muzzle,n13040303,n03930630
n03930630\misc_0.jpg,tray,lighter,slot,tray,slot,pillow,n13040303,n03930630
n03930630\misc_1.jpg,pickup,minivan,pickup,golfcart,jeep,vacuum,n04141975,n03930630
n03930630\misc_10.jpg,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,tray,n04141975,n03930630
n03930630\misc_11.jpg,pickup,pickup,pickup,pickup,pickup,cab,n04141975,n03930630
n03930630\misc_12.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n04141975,n03930630
n03930630\misc_13.jpg,pickup,beach wagon,beach wagon,beach wagon,beach wagon,beach wagon,n04141975,n03930630
n03930630\misc_14.jpg,pickup,pickup,pickup,tow truck,pickup,forklift,n13133613,n03930630
n03930630\misc_15.jpg,pickup,Polaroid camera,Polaroid camera,Polaroid camera,Polaroid camera,Polaroid camera,n04019541,n03930630
n03930630\misc_16.jpg,pickup,pickup,jeep,pickup,pickup,pickup,n04019541,n03930630
n03930630\misc_17.jpg,pickup,beach wagon,pickup,pickup,beach wagon,beach wagon,n13037406,n03930630
n03930630\misc_18.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n04141975,n03930630
n03930630\misc_19.jpg,pickup,whistle,tow truck,pickup,pickup,sports car,n04019541,n03930630
n03930630\misc_2.jpg,pickup,pickup,pickup,pickup,pickup,pickup,n10148035,n03930630
n03930630\misc_20.jpg,pickup,beach wagon,convertible,convertible,beach wagon,beach wagon,n12620546,n03930630
n03930630\misc_21.jpg,minibus,minibus,pickup,minibus,pickup,minibus,n12620546,n03930630
