Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,Answer google/vit-base-patch16-224-in21k,True Label
n03930630\sketch_4.jpg,830,864,717,875,717,513,1,n03930630
n03930630\sketch_5.jpg,511,436,436,674,436,513,1,n03930630
n03930630\sketch_6.jpg,729,674,674,868,464,464,0,n03930630
n03930630\sketch_7.jpg,870,566,674,791,830,513,1,n03930630
n03930630\sketch_8.jpg,717,717,717,717,436,586,0,n03930630
n03930630\sketch_9.jpg,674,674,464,464,584,584,0,n03930630
n03930630\sticker_0.jpg,864,864,864,408,864,864,0,n03930630
n03930630\toy_0.jpg,717,595,717,710,621,595,1,n03930630
n03930630\toy_1.jpg,740,621,621,621,447,621,0,n03930630
n03930630\toy_10.jpg,717,717,717,717,436,717,1,n03930630
n03930630\toy_11.jpg,710,767,710,710,710,543,0,n03930630
n03930630\toy_12.jpg,717,468,468,407,468,436,0,n03930630
n03930630\toy_13.jpg,436,436,436,436,436,436,0,n03930630
n03930630\toy_14.jpg,751,710,710,710,468,692,1,n03930630
n03930630\toy_15.jpg,621,882,882,710,621,407,0,n03930630
n03930630\toy_16.jpg,864,803,803,803,609,864,0,n03930630
n03930630\toy_2.jpg,717,732,732,732,732,732,0,n03930630
n03930630\toy_3.jpg,710,621,864,626,710,902,1,n03930630
n03930630\toy_4.jpg,717,717,717,717,717,717,0,n03930630
n03930630\toy_5.jpg,717,717,717,436,717,745,1,n03930630
n03930630\toy_6.jpg,717,717,717,717,717,468,0,n03930630
n03930630\toy_7.jpg,717,717,717,717,717,408,0,n03930630
n03930630\toy_8.jpg,717,561,575,408,561,586,0,n03930630
n03930630\toy_9.jpg,864,717,717,609,864,864,0,n03930630
n03930630\videogame_0.jpg,931,684,930,763,916,850,0,n03930630
n03930630\videogame_1.jpg,621,866,621,621,621,866,1,n03930630
n03930630\videogame_10.jpg,917,917,917,477,692,916,0,n03930630
n03930630\videogame_2.jpg,609,751,409,569,531,407,1,n03930630
n03930630\videogame_3.jpg,717,717,803,491,864,856,1,n03930630
n03930630\videogame_4.jpg,408,408,751,408,408,670,1,n03930630
n03930630\videogame_5.jpg,609,970,349,609,609,410,1,n03930630
n03930630\videogame_6.jpg,803,864,803,803,803,866,0,n03930630
n03930630\videogame_7.jpg,978,830,833,445,404,786,1,n03930630
n03930630\videogame_8.jpg,621,865,473,800,864,800,1,n03930630
n03930630\videogame_9.jpg,751,751,751,751,751,751,1,n03930630
n03947888\art_0.jpg,894,894,799,583,519,583,1,n03947888
n03947888\art_1.jpg,917,917,917,514,917,917,1,n03947888
n03947888\art_2.jpg,607,607,607,607,607,607,0,n03947888
n03947888\art_3.jpg,777,777,787,314,787,643,0,n03947888
n03947888\art_4.jpg,787,787,787,868,787,458,0,n03947888
n03947888\cartoon_0.jpg,488,916,600,600,111,549,0,n03947888
n03947888\cartoon_1.jpg,921,921,921,921,556,921,1,n03947888
n03947888\cartoon_10.jpg,748,502,529,772,529,710,0,n03947888
n03947888\cartoon_11.jpg,591,549,917,917,917,549,1,n03947888
n03947888\cartoon_12.jpg,721,549,549,549,549,893,1,n03947888
n03947888\cartoon_13.jpg,719,550,710,846,710,447,0,n03947888
n03947888\cartoon_2.jpg,700,549,549,549,721,772,0,n03947888
n03947888\cartoon_3.jpg,787,626,917,600,583,478,0,n03947888
n03947888\cartoon_4.jpg,596,611,917,549,549,546,1,n03947888
n03947888\cartoon_5.jpg,730,600,423,730,423,516,0,n03947888
n03947888\cartoon_6.jpg,921,765,765,835,721,611,1,n03947888
n03947888\cartoon_7.jpg,724,611,724,724,724,724,0,n03947888
n03947888\cartoon_8.jpg,787,787,787,787,787,763,1,n03947888
n03947888\cartoon_9.jpg,415,470,470,455,470,883,1,n03947888
n03947888\deviantart_0.jpg,437,437,913,469,980,812,0,n03947888
n03947888\deviantart_1.jpg,780,724,724,780,724,724,0,n03947888
n03947888\embroidery_0.jpg,443,610,443,610,443,714,1,n03947888
n03947888\graffiti_0.jpg,728,904,904,904,646,591,1,n03947888
n03947888\graffiti_1.jpg,412,412,412,424,412,886,1,n03947888
n03947888\graffiti_2.jpg,917,917,893,917,917,820,1,n03947888
n03947888\graphic_0.jpg,921,921,921,921,921,921,0,n03947888
n03947888\misc_0.jpg,777,774,892,597,868,306,1,n03947888
n03947888\misc_1.jpg,591,692,549,549,721,686,0,n03947888
n03947888\misc_10.jpg,692,692,847,711,692,844,0,n03947888
n03947888\misc_11.jpg,452,38,806,38,496,61,1,n03947888
n03947888\misc_2.jpg,709,626,588,611,790,470,1,n03947888
n03947888\misc_3.jpg,470,700,644,666,790,855,1,n03947888
n03947888\misc_4.jpg,476,476,516,476,476,476,1,n03947888
n03947888\misc_5.jpg,607,607,607,607,607,607,0,n03947888
n03947888\misc_6.jpg,415,607,711,868,692,960,1,n03947888
n03947888\misc_7.jpg,835,919,409,409,428,117,0,n03947888
n03947888\misc_8.jpg,724,780,724,724,540,540,0,n03947888
n03947888\misc_9.jpg,492,700,700,492,619,492,1,n03947888
n03947888\origami_0.jpg,591,835,835,549,835,655,1,n03947888
n03947888\painting_0.jpg,787,984,694,599,716,697,0,n03947888
n03947888\painting_1.jpg,456,978,724,403,913,562,1,n03947888
n03947888\painting_10.jpg,424,519,729,539,648,921,1,n03947888
n03947888\painting_11.jpg,917,921,921,868,591,917,0,n03947888
n03947888\painting_12.jpg,721,721,921,721,721,502,0,n03947888
n03947888\painting_2.jpg,684,692,919,692,921,999,0,n03947888
n03947888\painting_3.jpg,917,971,861,535,807,868,1,n03947888
n03947888\painting_4.jpg,868,851,446,664,868,688,0,n03947888
n03947888\painting_5.jpg,724,640,917,611,835,611,0,n03947888
n03947888\painting_6.jpg,787,746,643,518,787,518,0,n03947888
n03947888\painting_7.jpg,724,724,724,724,724,724,0,n03947888
n03947888\painting_8.jpg,921,921,921,921,921,921,1,n03947888
n03947888\painting_9.jpg,724,724,540,724,517,724,0,n03947888
n03947888\sculpture_0.jpg,588,765,588,666,423,816,1,n03947888
n03947888\sculpture_1.jpg,724,724,738,672,472,621,1,n03947888
n03947888\sketch_0.jpg,724,724,724,724,724,724,1,n03947888
n03947888\sticker_0.jpg,549,549,549,549,549,549,1,n03947888
n03947888\sticker_1.jpg,692,596,692,405,765,420,0,n03947888
n03947888\sticker_2.jpg,724,516,611,417,496,611,1,n03947888
n03947888\tattoo_0.jpg,721,514,747,514,883,863,0,n03947888
n03947888\tattoo_1.jpg,787,808,464,464,610,684,1,n03947888
n03947888\tattoo_10.jpg,643,502,502,775,502,643,1,n03947888
n03947888\tattoo_11.jpg,610,419,610,610,610,883,1,n03947888
n03947888\tattoo_12.jpg,725,725,883,725,725,794,0,n03947888
n03947888\tattoo_13.jpg,883,775,514,775,794,775,0,n03947888
n03947888\tattoo_14.jpg,883,514,883,883,883,883,0,n03947888
n03947888\tattoo_15.jpg,883,502,502,502,774,883,0,n03947888
n03947888\tattoo_16.jpg,883,514,883,514,883,737,0,n03947888
n03947888\tattoo_17.jpg,917,917,917,917,917,611,1,n03947888
n03947888\tattoo_18.jpg,999,419,610,747,419,419,1,n03947888
n03947888\tattoo_19.jpg,883,838,610,883,883,883,0,n03947888
n03947888\tattoo_2.jpg,883,883,883,883,883,883,0,n03947888
n03947888\tattoo_20.jpg,883,514,514,514,842,775,1,n03947888
n03947888\tattoo_21.jpg,419,419,419,419,419,610,0,n03947888
n03947888\tattoo_22.jpg,724,676,724,437,863,442,0,n03947888
n03947888\tattoo_23.jpg,116,116,116,69,116,883,0,n03947888
n03947888\tattoo_24.jpg,883,883,747,775,441,492,1,n03947888
n03947888\tattoo_25.jpg,545,971,746,691,545,691,1,n03947888
n03947888\tattoo_26.jpg,747,747,643,747,638,737,1,n03947888
n03947888\tattoo_27.jpg,824,775,775,775,610,578,0,n03947888
n03947888\tattoo_28.jpg,883,725,725,725,725,117,0,n03947888
n03947888\tattoo_29.jpg,591,774,584,895,584,584,1,n03947888
n03947888\tattoo_3.jpg,901,514,861,861,643,883,1,n03947888
n03947888\tattoo_4.jpg,419,419,419,445,419,942,1,n03947888
n03947888\tattoo_5.jpg,775,514,610,614,610,907,1,n03947888
n03947888\tattoo_6.jpg,419,433,610,419,629,419,0,n03947888
n03947888\tattoo_7.jpg,901,901,901,883,901,639,1,n03947888
n03947888\tattoo_8.jpg,901,901,787,787,901,861,1,n03947888
n03947888\tattoo_9.jpg,518,518,518,805,518,518,1,n03947888
n03947888\toy_0.jpg,583,516,492,417,588,642,1,n03947888
n03947888\toy_1.jpg,463,470,832,470,788,645,1,n03947888
n03947888\toy_10.jpg,868,674,539,868,840,674,1,n03947888
n03947888\toy_11.jpg,865,865,865,724,865,865,0,n03947888
n03947888\toy_2.jpg,862,542,542,731,583,731,0,n03947888
n03947888\toy_3.jpg,929,626,710,710,767,710,0,n03947888
n03947888\toy_4.jpg,917,560,917,917,917,535,0,n03947888
n03947888\toy_5.jpg,684,692,692,692,692,692,0,n03947888
n03947888\toy_6.jpg,625,724,724,625,724,625,0,n03947888
n03947888\toy_7.jpg,865,865,865,406,865,868,1,n03947888
n03947888\toy_8.jpg,463,412,412,478,588,504,0,n03947888
n03947888\toy_9.jpg,557,557,557,723,557,557,0,n03947888
n03947888\videogame_0.jpg,724,724,724,724,724,724,1,n03947888
n03947888\videogame_1.jpg,724,724,724,517,724,913,1,n03947888
n03947888\videogame_10.jpg,461,883,615,812,450,802,0,n03947888
n03947888\videogame_11.jpg,724,724,724,835,604,107,0,n03947888
n03947888\videogame_12.jpg,556,556,851,556,556,556,0,n03947888
n03947888\videogame_13.jpg,917,917,917,481,917,917,1,n03947888
n03947888\videogame_14.jpg,765,892,765,892,676,676,0,n03947888
n03947888\videogame_15.jpg,830,724,625,625,450,724,1,n03947888
n03947888\videogame_16.jpg,724,724,724,724,724,724,1,n03947888
n03947888\videogame_17.jpg,724,724,724,724,724,710,0,n03947888
n03947888\videogame_18.jpg,917,796,917,917,917,917,1,n03947888
n03947888\videogame_19.jpg,476,476,921,917,917,476,1,n03947888
n03947888\videogame_2.jpg,724,724,724,724,724,724,0,n03947888
n03947888\videogame_20.jpg,807,913,833,913,724,408,1,n03947888
n03947888\videogame_21.jpg,724,724,724,724,724,517,0,n03947888
n03947888\videogame_22.jpg,611,724,663,540,540,510,0,n03947888
n03947888\videogame_23.jpg,780,780,780,780,780,780,1,n03947888
n03947888\videogame_24.jpg,540,517,540,657,540,833,1,n03947888
n03947888\videogame_25.jpg,724,724,724,417,724,448,0,n03947888
n03947888\videogame_3.jpg,724,2,540,525,807,899,1,n03947888
n03947888\videogame_4.jpg,667,667,613,667,522,765,1,n03947888
n03947888\videogame_5.jpg,724,917,917,917,917,545,1,n03947888
n03947888\videogame_6.jpg,780,724,724,724,724,437,0,n03947888
n03947888\videogame_7.jpg,724,724,517,724,724,517,1,n03947888
n03947888\videogame_8.jpg,724,724,540,540,540,437,0,n03947888
n03947888\videogame_9.jpg,556,556,851,556,556,556,0,n03947888
n04086273\art_0.jpg,999,999,591,549,700,549,0,n04086273
n04086273\art_1.jpg,763,560,823,763,763,530,1,n04086273
n04086273\art_10.jpg,464,464,464,451,464,692,0,n04086273
n04086273\art_11.jpg,550,528,473,473,550,707,1,n04086273
n04086273\art_12.jpg,763,763,763,763,763,610,1,n04086273
n04086273\art_13.jpg,637,637,637,500,637,637,1,n04086273
n04086273\art_14.jpg,763,763,763,763,763,471,1,n04086273
n04086273\art_15.jpg,763,763,763,763,763,763,1,n04086273
n04086273\art_2.jpg,763,763,763,763,636,763,1,n04086273
n04086273\art_3.jpg,610,610,610,610,610,610,1,n04086273
n04086273\art_4.jpg,763,763,763,763,763,763,0,n04086273
n04086273\art_5.jpg,763,763,763,763,763,763,1,n04086273
n04086273\art_6.jpg,763,692,921,763,921,692,1,n04086273
n04086273\art_7.jpg,917,712,567,712,469,898,1,n04086273
n04086273\art_8.jpg,763,763,763,763,763,763,1,n04086273
n04086273\art_9.jpg,763,763,763,896,763,847,1,n04086273
n04086273\cartoon_0.jpg,763,902,902,600,464,870,1,n04086273
n04086273\cartoon_1.jpg,917,917,917,917,917,610,0,n04086273
n04086273\cartoon_10.jpg,549,917,917,611,917,917,1,n04086273
n04086273\cartoon_11.jpg,917,917,917,917,917,823,1,n04086273
n04086273\cartoon_12.jpg,917,917,917,721,917,623,0,n04086273
n04086273\cartoon_13.jpg,999,917,610,921,921,591,1,n04086273
n04086273\cartoon_14.jpg,917,917,917,917,917,917,0,n04086273
n04086273\cartoon_15.jpg,763,763,763,763,763,763,0,n04086273
n04086273\cartoon_16.jpg,916,916,916,916,916,916,1,n04086273
n04086273\cartoon_17.jpg,549,412,446,709,921,610,1,n04086273
n04086273\cartoon_18.jpg,763,549,473,844,549,549,1,n04086273
n04086273\cartoon_19.jpg,549,916,917,917,549,917,0,n04086273
n04086273\cartoon_2.jpg,584,917,917,600,714,772,0,n04086273
n04086273\cartoon_20.jpg,917,684,419,610,611,778,1,n04086273
n04086273\cartoon_21.jpg,763,763,763,763,763,763,1,n04086273
n04086273\cartoon_3.jpg,917,917,917,513,917,917,1,n04086273
n04086273\cartoon_4.jpg,747,747,549,549,549,767,0,n04086273
n04086273\cartoon_5.jpg,638,774,638,638,638,638,1,n04086273
n04086273\cartoon_6.jpg,763,763,763,709,611,772,1,n04086273
n04086273\cartoon_7.jpg,549,591,921,600,921,512,0,n04086273
n04086273\cartoon_8.jpg,763,763,763,763,916,513,1,n04086273
n04086273\cartoon_9.jpg,438,546,804,600,512,882,1,n04086273
n04086273\deviantart_0.jpg,763,763,763,763,763,763,1,n04086273
n04086273\deviantart_1.jpg,763,763,763,763,763,413,1,n04086273
n04086273\deviantart_10.jpg,763,763,763,763,763,763,1,n04086273
n04086273\deviantart_11.jpg,577,763,413,917,413,917,1,n04086273
n04086273\deviantart_2.jpg,570,461,708,51,51,369,1,n04086273
n04086273\deviantart_3.jpg,917,413,456,524,461,313,1,n04086273
n04086273\deviantart_4.jpg,465,399,501,465,501,763,1,n04086273
n04086273\deviantart_5.jpg,763,763,763,763,763,507,1,n04086273
n04086273\deviantart_6.jpg,917,461,461,501,524,869,1,n04086273
n04086273\deviantart_7.jpg,763,763,763,763,763,512,1,n04086273
n04086273\deviantart_8.jpg,683,683,889,610,763,399,1,n04086273
n04086273\deviantart_9.jpg,917,801,638,819,638,819,1,n04086273
n04086273\embroidery_0.jpg,591,591,591,772,591,729,1,n04086273
n04086273\graffiti_0.jpg,412,565,412,565,611,763,1,n04086273
n04086273\graffiti_1.jpg,519,695,519,692,907,692,1,n04086273
n04086273\graffiti_10.jpg,844,844,670,844,870,450,1,n04086273
n04086273\graffiti_2.jpg,917,917,917,917,917,123,1,n04086273
n04086273\graffiti_3.jpg,539,921,921,539,539,921,1,n04086273
n04086273\graffiti_4.jpg,465,517,794,459,794,203,1,n04086273
n04086273\graffiti_5.jpg,367,707,465,879,539,746,1,n04086273
n04086273\graffiti_6.jpg,763,763,539,921,616,695,1,n04086273
n04086273\graffiti_7.jpg,412,412,412,412,428,671,1,n04086273
n04086273\graffiti_8.jpg,917,692,917,917,560,560,1,n04086273
n04086273\graffiti_9.jpg,763,763,763,763,763,793,0,n04086273
n04086273\graphic_0.jpg,763,889,763,446,763,464,1,n04086273
n04086273\misc_0.jpg,584,763,584,584,611,616,1,n04086273
n04086273\misc_1.jpg,763,740,763,840,840,840,1,n04086273
n04086273\misc_2.jpg,763,763,763,763,763,763,1,n04086273
n04086273\misc_3.jpg,763,763,763,763,763,763,1,n04086273
n04086273\misc_4.jpg,763,763,763,763,763,763,1,n04086273
n04086273\painting_0.jpg,763,763,763,763,763,770,1,n04086273
n04086273\painting_1.jpg,608,608,578,608,461,608,1,n04086273
n04086273\painting_2.jpg,917,763,917,763,774,302,1,n04086273
n04086273\painting_3.jpg,763,674,699,696,600,513,1,n04086273
n04086273\painting_4.jpg,763,696,546,570,763,889,1,n04086273
n04086273\painting_5.jpg,763,763,763,763,763,584,1,n04086273
n04086273\painting_6.jpg,763,763,763,763,763,549,1,n04086273
n04086273\painting_7.jpg,643,643,643,643,828,611,0,n04086273
n04086273\painting_8.jpg,763,763,763,763,763,763,1,n04086273
n04086273\painting_9.jpg,763,764,763,763,763,749,0,n04086273
n04086273\sculpture_0.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sculpture_1.jpg,471,519,471,150,727,833,1,n04086273
n04086273\sculpture_2.jpg,763,763,763,872,763,763,1,n04086273
n04086273\sculpture_3.jpg,763,517,763,471,763,880,1,n04086273
n04086273\sculpture_4.jpg,763,763,868,648,771,771,0,n04086273
n04086273\sketch_0.jpg,413,499,530,549,600,512,1,n04086273
n04086273\sketch_1.jpg,763,763,763,763,763,830,1,n04086273
n04086273\sketch_10.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_11.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_12.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_13.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_14.jpg,922,772,549,549,916,772,0,n04086273
n04086273\sketch_15.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_16.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_17.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_18.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_19.jpg,763,763,763,763,763,764,1,n04086273
n04086273\sketch_2.jpg,600,600,600,600,600,772,1,n04086273
n04086273\sketch_3.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_4.jpg,763,763,763,710,763,795,1,n04086273
n04086273\sketch_5.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_6.jpg,413,763,763,600,413,600,1,n04086273
n04086273\sketch_7.jpg,763,764,763,600,764,763,1,n04086273
n04086273\sketch_8.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sketch_9.jpg,916,823,674,600,549,714,1,n04086273
n04086273\sticker_0.jpg,919,919,682,733,919,448,1,n04086273
n04086273\sticker_1.jpg,763,763,763,763,763,763,1,n04086273
n04086273\sticker_10.jpg,763,764,896,799,412,556,1,n04086273
n04086273\sticker_2.jpg,424,419,424,424,424,746,1,n04086273
n04086273\sticker_3.jpg,917,917,917,917,917,917,1,n04086273
n04086273\sticker_4.jpg,504,737,504,966,504,692,0,n04086273
n04086273\sticker_5.jpg,921,591,921,921,921,763,1,n04086273
n04086273\sticker_6.jpg,855,729,763,473,600,758,0,n04086273
n04086273\sticker_7.jpg,763,637,868,763,763,434,1,n04086273
n04086273\sticker_8.jpg,855,729,763,473,600,758,0,n04086273
n04086273\sticker_9.jpg,637,637,637,637,637,741,1,n04086273
n04086273\tattoo_0.jpg,842,515,608,608,608,608,1,n04086273
n04086273\tattoo_1.jpg,709,585,709,709,709,709,0,n04086273
n04086273\tattoo_10.jpg,763,763,451,763,419,419,1,n04086273
n04086273\tattoo_11.jpg,419,774,419,419,419,443,0,n04086273
n04086273\tattoo_12.jpg,763,419,464,597,763,419,1,n04086273
n04086273\tattoo_13.jpg,883,441,626,787,883,610,0,n04086273
n04086273\tattoo_14.jpg,433,842,434,775,445,775,1,n04086273
n04086273\tattoo_15.jpg,760,845,542,473,441,659,1,n04086273
n04086273\tattoo_16.jpg,419,419,419,608,608,969,0,n04086273
n04086273\tattoo_17.jpg,763,763,313,763,488,764,1,n04086273
n04086273\tattoo_18.jpg,903,650,903,459,459,459,0,n04086273
n04086273\tattoo_19.jpg,597,514,419,774,655,655,1,n04086273
n04086273\tattoo_2.jpg,921,921,763,859,921,561,1,n04086273
n04086273\tattoo_20.jpg,883,883,883,419,684,643,1,n04086273
n04086273\tattoo_21.jpg,419,419,763,464,763,763,1,n04086273
n04086273\tattoo_22.jpg,763,597,764,457,763,683,1,n04086273
n04086273\tattoo_23.jpg,917,917,917,917,549,611,1,n04086273
n04086273\tattoo_24.jpg,584,709,917,584,591,748,1,n04086273
n04086273\tattoo_25.jpg,597,774,774,774,464,655,1,n04086273
n04086273\tattoo_26.jpg,763,763,763,763,763,764,1,n04086273
n04086273\tattoo_27.jpg,429,429,419,429,455,433,0,n04086273
n04086273\tattoo_28.jpg,763,763,763,549,473,600,1,n04086273
n04086273\tattoo_29.jpg,763,763,763,763,763,763,1,n04086273
n04086273\tattoo_3.jpg,763,464,464,464,772,619,1,n04086273
n04086273\tattoo_30.jpg,459,459,838,445,445,772,1,n04086273
n04086273\tattoo_31.jpg,763,763,763,600,763,512,0,n04086273
n04086273\tattoo_32.jpg,584,584,464,502,623,709,1,n04086273
n04086273\tattoo_33.jpg,591,692,591,549,549,868,1,n04086273
n04086273\tattoo_34.jpg,502,542,747,747,747,2,1,n04086273
n04086273\tattoo_35.jpg,725,725,464,883,725,653,0,n04086273
n04086273\tattoo_36.jpg,806,514,514,770,806,666,0,n04086273
n04086273\tattoo_37.jpg,763,513,763,763,763,772,0,n04086273
n04086273\tattoo_38.jpg,901,419,502,768,841,861,1,n04086273
n04086273\tattoo_39.jpg,999,419,774,721,638,457,1,n04086273
n04086273\tattoo_4.jpg,725,883,502,514,883,502,1,n04086273
n04086273\tattoo_40.jpg,763,763,763,763,763,763,1,n04086273
n04086273\tattoo_41.jpg,459,419,459,459,459,459,1,n04086273
n04086273\tattoo_42.jpg,53,391,419,419,53,395,1,n04086273
n04086273\tattoo_43.jpg,419,419,419,419,419,419,1,n04086273
n04086273\tattoo_44.jpg,549,549,921,549,549,111,1,n04086273
n04086273\tattoo_45.jpg,419,419,419,679,419,679,1,n04086273
n04086273\tattoo_46.jpg,747,551,419,464,464,427,0,n04086273
n04086273\tattoo_47.jpg,883,514,419,514,514,775,0,n04086273
n04086273\tattoo_48.jpg,763,763,763,600,611,635,1,n04086273
n04086273\tattoo_49.jpg,419,419,774,419,419,774,1,n04086273
n04086273\tattoo_5.jpg,565,740,863,450,573,573,1,n04086273
n04086273\tattoo_50.jpg,597,514,737,597,514,906,1,n04086273
n04086273\tattoo_51.jpg,637,514,539,514,775,520,0,n04086273
n04086273\tattoo_52.jpg,763,763,763,596,763,512,1,n04086273
n04086273\tattoo_53.jpg,763,901,464,464,464,541,1,n04086273
n04086273\tattoo_54.jpg,419,419,419,419,419,419,0,n04086273
n04086273\tattoo_55.jpg,763,512,513,584,584,584,1,n04086273
n04086273\tattoo_56.jpg,901,419,721,419,725,459,1,n04086273
n04086273\tattoo_57.jpg,433,775,419,775,775,824,1,n04086273
n04086273\tattoo_58.jpg,747,747,747,419,917,747,0,n04086273
n04086273\tattoo_59.jpg,842,842,842,842,842,975,1,n04086273
n04086273\tattoo_6.jpg,775,419,842,445,445,842,0,n04086273
n04086273\tattoo_7.jpg,36,36,464,36,464,419,1,n04086273
n04086273\tattoo_8.jpg,868,868,868,868,709,868,0,n04086273
n04086273\tattoo_9.jpg,419,419,464,419,419,616,1,n04086273
n04086273\toy_0.jpg,763,763,763,763,763,763,1,n04086273
n04086273\toy_1.jpg,763,763,763,763,763,763,1,n04086273
n04086273\toy_2.jpg,596,549,623,667,549,473,1,n04086273
n04086273\toy_3.jpg,763,763,763,763,763,763,1,n04086273
n04086273\toy_4.jpg,674,746,746,615,746,795,1,n04086273
n04086273\toy_5.jpg,764,413,413,413,763,315,1,n04086273
n04086273\toy_6.jpg,740,740,740,740,740,758,1,n04086273
n04086273\videogame_0.jpg,763,763,763,763,763,763,1,n04086273
n04086273\videogame_1.jpg,763,763,763,763,763,818,1,n04086273
n04086273\videogame_10.jpg,763,763,763,763,763,597,1,n04086273
n04086273\videogame_11.jpg,764,764,764,596,413,106,1,n04086273
n04086273\videogame_12.jpg,763,763,763,763,763,763,0,n04086273
n04086273\videogame_13.jpg,763,763,763,763,763,812,1,n04086273
n04086273\videogame_14.jpg,763,763,763,763,763,763,1,n04086273
n04086273\videogame_15.jpg,763,764,354,744,764,71,1,n04086273
n04086273\videogame_16.jpg,763,634,764,634,912,545,1,n04086273
n04086273\videogame_17.jpg,413,395,689,413,807,820,0,n04086273
n04086273\videogame_18.jpg,763,902,549,549,438,413,1,n04086273
n04086273\videogame_19.jpg,763,763,763,763,763,763,1,n04086273
n04086273\videogame_2.jpg,763,763,763,763,740,473,1,n04086273
n04086273\videogame_20.jpg,917,413,413,518,413,413,1,n04086273
n04086273\videogame_21.jpg,763,763,763,763,763,763,1,n04086273
n04086273\videogame_22.jpg,764,764,764,847,456,385,1,n04086273
n04086273\videogame_3.jpg,764,763,752,432,764,795,0,n04086273
n04086273\videogame_4.jpg,413,764,413,847,764,491,1,n04086273
n04086273\videogame_5.jpg,764,764,744,733,517,839,0,n04086273
n04086273\videogame_6.jpg,763,763,763,786,763,597,1,n04086273
n04086273\videogame_7.jpg,763,764,764,413,763,413,0,n04086273
n04086273\videogame_8.jpg,763,763,763,413,763,589,1,n04086273
n04086273\videogame_9.jpg,597,597,597,465,615,597,1,n04086273
n04118538\art_0.jpg,768,768,768,768,768,429,0,n04118538
n04118538\cartoon_0.jpg,919,746,787,919,917,684,1,n04118538
n04118538\cartoon_1.jpg,917,917,917,917,723,902,0,n04118538
n04118538\cartoon_10.jpg,917,917,772,917,644,444,0,n04118538
n04118538\cartoon_11.jpg,917,917,917,917,916,879,0,n04118538
n04118538\cartoon_12.jpg,917,917,917,917,917,746,0,n04118538
n04118538\cartoon_13.jpg,921,396,917,917,917,868,1,n04118538
n04118538\cartoon_14.jpg,917,917,917,917,917,917,0,n04118538
n04118538\cartoon_15.jpg,917,746,917,787,787,417,1,n04118538
n04118538\cartoon_16.jpg,917,917,917,861,611,917,0,n04118538
n04118538\cartoon_17.jpg,917,917,917,518,917,746,0,n04118538
n04118538\cartoon_18.jpg,917,633,917,917,917,917,0,n04118538
n04118538\cartoon_19.jpg,917,917,917,917,917,917,1,n04118538
n04118538\cartoon_2.jpg,917,917,768,917,917,518,0,n04118538
n04118538\cartoon_20.jpg,917,917,917,917,917,917,0,n04118538
n04118538\cartoon_21.jpg,917,921,917,921,917,917,1,n04118538
n04118538\cartoon_22.jpg,700,549,443,691,611,823,0,n04118538
n04118538\cartoon_23.jpg,917,795,549,746,904,591,1,n04118538
n04118538\cartoon_24.jpg,667,667,457,902,667,805,0,n04118538
n04118538\cartoon_25.jpg,917,917,917,917,917,549,0,n04118538
n04118538\cartoon_26.jpg,917,917,917,746,917,902,0,n04118538
n04118538\cartoon_27.jpg,917,917,917,610,917,610,0,n04118538
n04118538\cartoon_28.jpg,892,917,917,917,917,917,0,n04118538
n04118538\cartoon_29.jpg,916,641,917,767,917,691,1,n04118538
n04118538\cartoon_3.jpg,591,591,591,591,904,591,0,n04118538
n04118538\cartoon_30.jpg,917,746,746,456,917,747,0,n04118538
n04118538\cartoon_31.jpg,714,968,896,600,600,902,1,n04118538
n04118538\cartoon_32.jpg,921,921,921,917,921,921,0,n04118538
n04118538\cartoon_33.jpg,917,917,917,746,917,917,0,n04118538
n04118538\cartoon_34.jpg,746,746,746,746,787,746,1,n04118538
n04118538\cartoon_35.jpg,746,746,746,917,746,560,1,n04118538
n04118538\cartoon_4.jpg,917,917,917,917,917,917,1,n04118538
n04118538\cartoon_5.jpg,768,768,746,768,606,606,1,n04118538
n04118538\cartoon_6.jpg,917,917,917,917,917,518,0,n04118538
n04118538\cartoon_7.jpg,443,443,433,518,746,686,1,n04118538
n04118538\cartoon_8.jpg,917,917,917,787,917,917,0,n04118538
n04118538\cartoon_9.jpg,917,917,917,917,917,746,0,n04118538
n04118538\graphic_0.jpg,854,644,600,723,600,418,0,n04118538
n04118538\graphic_1.jpg,433,728,610,692,433,443,1,n04118538
n04118538\graphic_2.jpg,787,714,714,787,787,787,0,n04118538
n04118538\graphic_3.jpg,917,714,917,787,714,823,0,n04118538
n04118538\painting_0.jpg,921,768,981,0,887,607,0,n04118538
