Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
n04376876\0.001441_washing machine _ washing machine_0.9676311.jpg,tub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,tub,crib,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,tub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,bathtub,washing machine 
n04376876\0.001902_stethoscope _ stethoscope_0.7587086.jpg,oxygen mask,oxygen mask,oxygen mask,oxygen mask,oscilloscope,vacuum,oxygen mask,oxygen mask,vacuum,desk,oxygen mask,oxygen mask,desk,oxygen mask,oxygen mask,oxygen mask,oxygen mask,oxygen mask,oxygen mask,oscilloscope,bow,unicycle,pinwheel,oxygen mask,carousel,oxygen mask,cellular telephone,stethoscope 
n04376876\0.002005_racket _ racket_0.7033529.jpg,jersey,stage,tennis ball,racket,racket,racket,racket,racket,racket,tennis ball,racket,racket,tennis ball,stage,racket,racket,racket,racket,racket,groom,groom,sturgeon,bow tie,racket,bubble,groom,stage,racket 
n04376876\0.002271_drumstick _ drumstick_0.8992489.jpg,screwdriver,matchstick,matchstick,matchstick,paintbrush,drumstick,matchstick,matchstick,matchstick,paintbrush,matchstick,matchstick,matchstick,matchstick,nail,nail,drumstick,drumstick,drumstick,drumstick,drumstick,fountain pen,walking stick,matchstick,drumstick,drumstick,matchstick,drumstick 
n04376876\0.002833_soap dispenser _ soap dispenser_0.9477925.jpg,hair spray,hair spray,hair spray,sunscreen,sunscreen,hair spray,lipstick,hair spray,hair spray,hair spray,hair spray,hair spray,hair spray,soap dispenser,hair spray,hair spray,sunscreen,soap dispenser,soap dispenser,hair spray,sunscreen,sunscreen,hair spray,chocolate sauce,can opener,can opener,espresso maker,soap dispenser 
n04376876\0.004615_lighter _ lighter_0.69176143.jpg,hourglass,matchstick,perfume,candle,candle,hourglass,hourglass,lampshade,candle,hourglass,hourglass,pirate,umbrella,candle,solar dish,hourglass,hourglass,spotlight,hourglass,hourglass,hourglass,hourglass,hourglass,hourglass,rotisserie,hourglass,candle,lighter 
n04376876\0.005625_nail _ soap dispenser_0.8315349.jpg,can opener,corkscrew,hook,letter opener,scabbard,screwdriver,corkscrew,hammer,letter opener,hook,hook,letter opener,letter opener,letter opener,cornet,corkscrew,can opener,nail,hammer,hook,cornet,soap dispenser,scabbard,washbasin,nail,safety pin,corkscrew,nail 
n04376876\0.008083_mushroom _ mushroom_0.9079683.jpg,earthstar,mushroom,mushroom,mushroom,soap dispenser,agaric,earthstar,nail,earthstar,mushroom,mushroom,earthstar,mushroom,mushroom,mushroom,mushroom,mushroom,mushroom,mushroom,mushroom,earthstar,mushroom,earthstar,hourglass,earthstar,mushroom,soap dispenser,mushroom 
n04389033\0.000270_steam locomotive _ steam locomotive_0.99922526.jpg,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,freight car,electric locomotive,steam locomotive,freight car,electric locomotive,steam locomotive,electric locomotive,steam locomotive,electric locomotive,electric locomotive,steam locomotive,electric locomotive,steam locomotive,electric locomotive,electric locomotive,electric locomotive,freight car,steam locomotive 
n04389033\0.000353_parachute _ parachute_0.9584183.jpg,parachute,umbrella,solar dish,radio telescope,radio telescope,solar dish,parachute,solar dish,parachute,parachute,radio telescope,parachute,radio telescope,radio telescope,radio telescope,radio telescope,solar dish,maypole,radio telescope,parachute,parachute,sandbar,sandbar,horse cart,radio telescope,radio telescope,balloon,parachute 
n04389033\0.000594_cottontail rabbit _ fountain_0.477505.jpg,spotlight,spotlight,spotlight,loupe,snowplow,spotlight,loupe,spotlight,spotlight,spotlight,space shuttle,window shade,spotlight,spotlight,spotlight,car mirror,spotlight,fountain,spotlight,spotlight,spotlight,barometer,spotlight,loupe,beaker,beaker,window screen,cottontail rabbit 
n04389033\0.000791_garbage truck _ garbage truck_0.70873624.jpg,trailer truck,shopping cart,shopping cart,shopping cart,shopping cart,snowplow,snowplow,garbage truck,forklift,garbage truck,shopping cart,garbage truck,park bench,snowplow,shopping cart,shopping cart,shopping cart,shopping cart,radiator,shopping cart,carpenter's kit,garbage truck,shopping cart,shopping cart,shopping cart,shopping cart,shopping cart,garbage truck 
n04389033\0.000793_shipwreck _ shipwreck_0.5052681.jpg,lakeside,wreck,lakeside,rifle,wreck,barn,wreck,promontory,coyote,bow,pole,wreck,cannon,wreck,pole,white stork,pole,hay,pirate,white stork,pole,water tower,pirate,suspension bridge,water tower,wreck,seashore,shipwreck 
n04389033\0.001203_garbage truck _ fountain_0.49573132.jpg,suspension bridge,traffic light,spotlight,traffic light,traffic light,space shuttle,trailer truck,spotlight,trailer truck,spotlight,spotlight,spotlight,traffic light,traffic light,spotlight,seashore,spotlight,seashore,traffic light,spotlight,seashore,snowplow,spotlight,snowplow,car mirror,spotlight,spotlight,garbage truck 
n04389033\0.001275_revolver _ envelope_0.6812225.jpg,web site,web site,book jacket,envelope,half track,web site,book jacket,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,web site,book jacket,web site,web site,web site,web site,revolver 
n04389033\0.001547_rocking chair _ rocking chair_0.42374614.jpg,sliding door,sliding door,lumbermill,worm fence,worm fence,worm fence,worm fence,worm fence,worm fence,sliding door,sliding door,lumbermill,megalith,megalith,Arabian camel,worm fence,worm fence,patio,car mirror,window shade,car mirror,sliding door,car mirror,car mirror,guillotine,guillotine,sewing machine,rocking chair 
n04389033\0.001658_snowmobile _ snowmobile_0.7866041.jpg,snowplow,amphibian,amphibian,snowmobile,snowplow,snowplow,snowplow,snowplow,snowplow,snowmobile,snowmobile,amphibian,amphibian,amphibian,snowplow,lifeboat,lifeboat,amphibian,snowplow,amphibian,pirate,beacon,pirate,lifeboat,tub,spotlight,amphibian,snowmobile 
n04389033\0.001928_barn _ barn_0.4816568.jpg,valley,stone wall,maze,harvester,maze,harvester,valley,maze,harvester,plow,plow,oxcart,harvester,pot,hay,viaduct,cliff dwelling,cliff,hay,plow,plow,barn,plow,oxcart,barn,maze,thatch,barn 
n04389033\0.001982_unicycle _ unicycle_0.5797961.jpg,basketball,stage,basketball,umbrella,tank,stage,balance beam,basketball,stage,stage,basketball,military uniform,stage,balance beam,basketball,basketball,basketball,mortarboard,basketball,oboe,military uniform,basketball,bald eagle,torch,basketball,shoe shop,basketball,unicycle 
n04389033\0.002143_shipwreck _ mantis_0.1698847.jpg,car mirror,rapeseed,amphibian,wreck,harvester,car mirror,car mirror,amphibian,car mirror,bannister,pencil sharpener,harvester,steam locomotive,car mirror,car mirror,monitor,canoe,mantis,car mirror,castle,cucumber,cucumber,leafhopper,vine snake,rapeseed,rapeseed,amphibian,shipwreck 
n04389033\0.002357_torch _ torch_0.7906594.jpg,torch,torch,torch,torch,torch,torch,stage,volcano,volcano,torch,seashore,seashore,tank,tank,cliff dwelling,torch,torch,stage,torch,torch,cliff dwelling,torch,assault rifle,cornet,torch,cliff dwelling,vault,torch 
n04389033\0.002799_forklift _ forklift_0.696095.jpg,golfcart,tow truck,tank,half track,half track,tow truck,half track,fire engine,tow truck,half track,half track,half track,tank,half track,half track,golfcart,half track,fire engine,forklift,golfcart,half track,golfcart,half track,golfcart,tank,tank,half track,forklift 
n04389033\0.003021_forklift _ forklift_0.8362895.jpg,container ship,snowplow,steam locomotive,harvester,steam locomotive,lumbermill,harvester,lumbermill,harvester,steam locomotive,steam locomotive,steam locomotive,steam locomotive,steam locomotive,lumbermill,lumbermill,lumbermill,steam locomotive,steam locomotive,steam locomotive,steam locomotive,snowplow,fire engine,worm fence,lumbermill,container ship,tobacco shop,forklift 
n04389033\0.003172_snowmobile _ snowmobile_0.45722.jpg,military uniform,snowmobile,snowmobile,barracouta,bulletproof vest,tench,snowmobile,crutch,snowmobile,military uniform,military uniform,military uniform,trombone,bulletproof vest,military uniform,chain saw,military uniform,military uniform,park bench,military uniform,military uniform,coho,horse cart,military uniform,military uniform,park bench,swing,snowmobile 
n04389033\0.003175_parachute _ parachute_0.5592466.jpg,rifle,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,assault rifle,rifle,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,stretcher,military uniform,stretcher,stretcher,stretcher,military uniform,military uniform,shower cap,parachute 
n04389033\0.003461_shipwreck _ shipwreck_0.72773165.jpg,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,loggerhead,wreck,wreck,rotisserie,wreck,chain saw,chain saw,rotisserie,wreck,wreck,rotisserie,rotisserie,rotisserie,rotisserie,rotisserie,wreck,shipwreck 
n04389033\0.003758_suspension bridge _ suspension bridge_0.4808146.jpg,cinema,maypole,flagpole,maypole,tank,suspension bridge,maypole,maypole,maypole,maypole,maypole,tank,thresher,tank,maypole,maypole,maypole,maypole,suspension bridge,suspension bridge,restaurant,military uniform,grocery store,airliner,horse cart,maypole,tank,suspension bridge 
n04389033\0.004105_steam locomotive _ steam locomotive_0.98776346.jpg,electric locomotive,aircraft carrier,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,tank,electric locomotive,electric locomotive,electric locomotive,freight car,freight car,freight car,freight car,electric locomotive,electric locomotive,aircraft carrier,electric locomotive,electric locomotive,electric locomotive,electric locomotive,electric locomotive,passenger car,steam locomotive 
n04389033\0.004571_garbage truck _ garbage truck_0.76524556.jpg,streetcar,trolleybus,amphibian,amphibian,amphibian,streetcar,jinrikisha,trolleybus,plastic bag,streetcar,trolleybus,trolleybus,trolleybus,streetcar,trolleybus,garbage truck,garbage truck,garbage truck,trolleybus,trolleybus,trolleybus,traffic light,trolleybus,streetcar,traffic light,streetcar,trolleybus,garbage truck 
n04389033\0.005192_marmot _ marmot_0.88698757.jpg,Appenzeller,robin,tank,tank,langur,tank,Appenzeller,Appenzeller,tank,hartebeest,half track,tank,tank,tank,hartebeest,hartebeest,Appenzeller,hartebeest,tank,tank,hartebeest,hartebeest,military uniform,apiary,Gordon setter,water buffalo,lesser panda,marmot 
n04389033\0.005433_steam locomotive _ shipwreck_0.4730184.jpg,fur coat,seat belt,cardigan,cardigan,cardigan,bonnet,tank,bonnet,streetcar,tow truck,tow truck,electric locomotive,electric locomotive,steam locomotive,military uniform,steam locomotive,amphibian,steam locomotive,steam locomotive,sunglasses,bullet train,car mirror,car mirror,steam locomotive,sunglasses,electric locomotive,amphibian,steam locomotive 
n04389033\0.006579_submarine _ shipwreck_0.62437177.jpg,aircraft carrier,wreck,submarine,submarine,submarine,aircraft carrier,aircraft carrier,aircraft carrier,submarine,aircraft carrier,aircraft carrier,aircraft carrier,liner,amphibian,liner,submarine,aircraft carrier,aircraft carrier,aircraft carrier,submarine,wreck,aircraft carrier,aircraft carrier,aircraft carrier,wreck,wreck,lifeboat,submarine 
n04389033\0.006616_chest _ chest_0.2886546.jpg,barrow,oxcart,tow truck,freight car,half track,half track,half track,thresher,half track,tile roof,half track,half track,half track,half track,chest,oxcart,chest,birdhouse,chest,thresher,chest,carousel,coil,wreck,jigsaw puzzle,jigsaw puzzle,half track,chest 
n04389033\0.007663_volcano _ volcano_0.2636383.jpg,sandbar,sandbar,radio telescope,unicycle,horse cart,geyser,seashore,geyser,geyser,sandbar,sandbar,radio telescope,sandbar,geyser,geyser,geyser,sandbar,geyser,geyser,geyser,sandbar,seashore,geyser,volcano,geyser,geyser,megalith,volcano 
n04399382\0.000000_shipwreck _ shipwreck_0.9988649.jpg,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,wreck,worm fence,pier,wreck,lakeside,shipwreck 
n04399382\0.000002_balloon _ balloon_0.98676014.jpg,maraca,maraca,balloon,bathtub,bathtub,maraca,balloon,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,maraca,balloon,balloon 
n04399382\0.000006_limousine _ limousine_0.9905709.jpg,convertible,convertible,limousine,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,limousine 
n04399382\0.000008_sandal _ sandal_0.99824893.jpg,sandal,Loafer,sandal,sandal,running shoe,sandal,shoe shop,Loafer,Loafer,Loafer,sandal,sandal,sandal,Loafer,running shoe,sandal,sandal,sandal,running shoe,sandal,buckle,disk brake,tarantula,sandal,cabbage butterfly,coffeepot,sandal,sandal 
n04399382\0.000013_ambulance _ ambulance_0.99779874.jpg,police van,police van,ambulance,ambulance,ambulance,ambulance,ambulance,ambulance,fire engine,ambulance,minivan,ambulance,ambulance,ambulance,ambulance,ambulance,police van,police van,police van,police van,minibus,police van,Crock Pot,ambulance,limousine,minivan,pickup,ambulance 
n04399382\0.000017_sundial _ sundial_0.8902828.jpg,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,brass,sundial 
n04399382\0.000037_forklift _ forklift_0.9504747.jpg,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,forklift,golfcart,forklift,forklift,jeep,forklift,forklift 
n04399382\0.000052_parking meter _ parking meter_0.93018115.jpg,parking meter,parking meter,parking meter,vending machine,vending machine,limousine,parking meter,vending machine,pole,pay-phone,parking meter,vending machine,recreational vehicle,vending machine,parking meter,parking meter,sliding door,vending machine,parking meter,vending machine,parking meter,sleeping bag,crutch,kimono,modem,pole,parking meter,parking meter 
n04399382\0.000055_sleeping bag _ sleeping bag_0.8275199.jpg,sleeping bag,sleeping bag,mosquito net,mosquito net,mosquito net,sleeping bag,sleeping bag,studio couch,studio couch,sleeping bag,mosquito net,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,sleeping bag,studio couch,sleeping bag,sleeping bag,sleeping bag 
n04399382\0.000063_canoe _ canoe_0.5691643.jpg,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,harvester,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,lawn mower,cannon,lawn mower,lawn mower,motor scooter,lawn mower,lawn mower,canoe 
n04399382\0.000109_forklift _ forklift_0.72478783.jpg,forklift,carousel,horizontal bar,horizontal bar,horizontal bar,horizontal bar,horizontal bar,horizontal bar,swing,swing,horizontal bar,carousel,swing,horizontal bar,carousel,carousel,forklift,swing,horizontal bar,swing,horizontal bar,totem pole,chime,forklift,carousel,carousel,swing,forklift 
n04399382\0.000129_candle _ candle_0.96959645.jpg,pencil sharpener,pencil sharpener,candle,candle,candle,candle,lampshade,candle,water bottle,toaster,iPod,candle,hook,candle,whistle,candle,lampshade,lampshade,candle,digital clock,candle,plunger,pencil sharpener,soap dispenser,pencil sharpener,candle,lighter,candle 
n04399382\0.000146_castle _ castle_0.6174944.jpg,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,canoe,lakeside,lakeside,lakeside,Airedale,lakeside,lakeside,lakeside,lakeside,lakeside,lakeside,dam,dam,lakeside,lakeside,lakeside,lakeside,castle,castle 
n04399382\0.000193_wheelbarrow _ wheelbarrow_0.34275186.jpg,axolotl,bannister,mousetrap,apiary,cannon,bannister,bannister,bannister,bannister,armadillo,armadillo,armadillo,armadillo,apiary,mortar,mortar,rain barrel,mortar,armadillo,armadillo,mortar,mortar,mortar,mortar,mortar,mortar,apiary,wheelbarrow 
n04399382\0.000207_ambulance _ ambulance_0.8666405.jpg,jinrikisha,jinrikisha,jinrikisha,cab,racer,jinrikisha,ambulance,ambulance,racer,ambulance,bobsled,jinrikisha,quilt,sports car,bobsled,stretcher,jinrikisha,stretcher,sports car,sports car,fire engine,bobsled,jinrikisha,stretcher,jinrikisha,jinrikisha,stretcher,ambulance 
n04399382\0.000253_wheelbarrow _ wheelbarrow_0.918179.jpg,rocking chair,rocking chair,barrow,rocking chair,rocking chair,rocking chair,rocking chair,folding chair,rocking chair,folding chair,folding chair,folding chair,folding chair,rocking chair,barrow,barrow,barrow,barrow,barrow,swing,barrow,barrow,Granny Smith,barrow,swing,swing,swing,wheelbarrow 
n04399382\0.000293_umbrella _ umbrella_0.7243636.jpg,swing,swing,swing,swing,swing,swing,swing,swing,swing,umbrella,swing,swing,umbrella,umbrella,spoonbill,swing,swing,swing,swing,swing,swing,umbrella,swing,swing,plow,swing,cock,umbrella 
n04399382\0.000316_limousine _ limousine_0.46291697.jpg,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,limousine 
n04399382\0.000329_syringe _ syringe_0.46685815.jpg,limousine,paddle,crayfish,water bottle,water bottle,drumstick,lighter,water bottle,lighter,pool table,reel,car mirror,water bottle,padlock,drumstick,syringe,toaster,toaster,drumstick,bubble,grand piano,drumstick,hatchet,dough,drumstick,drumstick,pool table,syringe 
n04399382\0.000330_cowboy boot _ cowboy boot_0.5037615.jpg,miniskirt,miniskirt,miniskirt,brassiere,miniskirt,miniskirt,confectionery,miniskirt,miniskirt,miniskirt,miniskirt,confectionery,toyshop,jersey,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,miniskirt,jean,cowboy boot 
n04399382\0.000373_limousine _ limousine_0.43377867.jpg,tow truck,racer,sports car,sports car,convertible,tow truck,sports car,sports car,tow truck,tow truck,convertible,racer,jeep,convertible,tow truck,tow truck,limousine,racer,convertible,convertible,tow truck,tow truck,tow truck,minibus,limousine,golfcart,tow truck,limousine 
n04399382\0.000379_bow _ cello_0.4756611.jpg,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,hoopskirt,bow 
n04399382\0.000407_cliff _ cliff_0.23379683.jpg,sandbar,breakwater,sandbar,breakwater,breakwater,sandbar,breakwater,seashore,sandbar,breakwater,seashore,breakwater,sandbar,military uniform,breakwater,breakwater,breakwater,sandbar,sandbar,breakwater,sandbar,Lakeland terrier,sandbar,sandbar,sandbar,sandbar,breakwater,cliff 
n04399382\0.000471_cradle _ cradle_0.71815115.jpg,altar,crib,palace,church,groom,altar,palace,crib,altar,altar,altar,altar,crib,palace,altar,organ,altar,altar,altar,altar,altar,altar,altar,altar,altar,refrigerator,church,cradle 
n04399382\0.000494_limousine _ limousine_0.7786911.jpg,convertible,convertible,pickup,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,convertible,pickup,convertible,convertible,convertible,convertible,convertible,racer,convertible,convertible,convertible,convertible,convertible,limousine 
n04399382\0.000526_sea lion _ sea lion_0.42248446.jpg,mink,Mexican hairless,triceratops,hippopotamus,triceratops,Mexican hairless,Staffordshire bullterrier,wombat,mink,triceratops,mink,American black bear,cougar,American black bear,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,Mexican hairless,kelpie,triceratops,triceratops,Mexican hairless,caldron,triceratops,fox squirrel,sea lion 
n04399382\0.000545_couch _ couch_0.29204863.jpg,Boston bull,Egyptian cat,Egyptian cat,carton,carton,carton,Cardigan,Cardigan,carton,Egyptian cat,wardrobe,carton,wardrobe,carton,Border collie,Cardigan,Cardigan,Egyptian cat,Boston bull,Cardigan,Cardigan,Boston bull,Boston bull,Egyptian cat,Boston bull,Boston bull,Cardigan,couch 
n04399382\0.000565_hair dryer _ hair dryer_0.70630956.jpg,window shade,vacuum,Scotch terrier,punching bag,corkscrew,pajama,punching bag,punching bag,projector,hand blower,window shade,binoculars,pajama,punching bag,punching bag,hand blower,hand blower,hand blower,window shade,binoculars,window shade,window shade,window shade,punching bag,grand piano,window shade,revolver,hair dryer 
n04399382\0.000581_syringe _ syringe_0.99049765.jpg,hammer,hammer,syringe,syringe,syringe,hammer,diaper,Band Aid,pill bottle,syringe,syringe,syringe,syringe,teddy,boa constrictor,chain saw,chain saw,hammer,syringe,syringe,beer bottle,ringneck snake,syringe,hammer,chain saw,chain saw,nipple,syringe 
n04399382\0.000595_hockey puck _ hockey puck_0.63523066.jpg,beer bottle,packet,apron,apron,apron,beer bottle,jersey,packet,swimming trunks,pick,packet,handkerchief,bottlecap,prayer rug,puck,pick,buckle,packet,puck,packet,joystick,radio,cellular telephone,beer bottle,packet,slot,hamper,hockey puck 
n04399382\0.000765_garbage truck _ garbage truck_0.8526046.jpg,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,fur coat,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,ashcan,garbage truck 
n04399382\0.000800_washing machine _ washing machine_0.34651974.jpg,apiary,plastic bag,tennis ball,apiary,apiary,apiary,tennis ball,tennis ball,apiary,apiary,corn,apiary,apiary,apiary,barrow,barrow,apiary,apiary,thatch,apiary,tennis ball,hatchet,hen,tennis ball,ruffed grouse,swab,apiary,washing machine 
n04399382\0.000973_sea lion _ fountain_0.627622.jpg,caldron,space shuttle,bannister,bannister,coil,coil,coil,bannister,bannister,caldron,coil,tub,steel arch bridge,tub,dam,dam,dam,coil,bannister,coil,steel arch bridge,steel arch bridge,pier,steel arch bridge,beacon,steel arch bridge,tub,sea lion 
n04399382\0.001059_stick insect _ stick insect_0.4500788.jpg,tree frog,goldfinch,vine snake,tree frog,vine snake,African chameleon,vine snake,tree frog,yellow lady's slipper,vine snake,vine snake,tree frog,tree frog,tree frog,tailed frog,sulphur butterfly,sulphur butterfly,birdhouse,tree frog,vine snake,green lizard,green lizard,tree frog,tree frog,goldfinch,tailed frog,French bulldog,stick insect 
n04399382\0.001236_maraca _ maraca_0.96351653.jpg,ice lolly,nipple,maraca,ice lolly,maraca,ice lolly,maraca,ice lolly,maraca,maraca,ice lolly,ice lolly,ice lolly,ice lolly,ice lolly,ice lolly,maraca,ice lolly,ice lolly,ice lolly,ice lolly,maraca,ice lolly,ice lolly,ice lolly,ice lolly,maraca,maraca 
n04399382\0.001606_maraca _ maraca_0.8513579.jpg,joystick,candle,candle,paintbrush,dining table,joystick,toyshop,toyshop,joystick,paintbrush,maraca,knee pad,library,ear,bobsled,toyshop,toyshop,toyshop,toyshop,candle,desk,guinea pig,candle,stretcher,stretcher,stretcher,piggy bank,maraca 
n04399382\0.001712_unicycle _ unicycle_0.39650294.jpg,maypole,maypole,accordion,megalith,Leonberg,totem pole,maypole,maypole,Leonberg,megalith,swing,megalith,maypole,megalith,stretcher,ox,fur coat,fur coat,maypole,fur coat,maypole,maypole,shield,shield,shield,Leonberg,maypole,unicycle 
n04399382\0.001748_cheeseburger _ cheeseburger_0.5278603.jpg,seat belt,seat belt,seat belt,seat belt,chiton,seat belt,gyromitra,hotdog,seat belt,pretzel,meat loaf,hotdog,bolete,teddy,seat belt,seat belt,seat belt,hotdog,seat belt,seat belt,seat belt,sunscreen,hotdog,seat belt,seat belt,hotdog,bolete,cheeseburger 
n04399382\0.001764_snowplow _ snowplow_0.54946154.jpg,shovel,snowplow,snowplow,minivan,snowplow,fountain,mobile home,fountain,snowplow,snowplow,snowplow,dome,mobile home,picket fence,thatch,fountain,planetarium,snowplow,fountain,thatch,radio telescope,park bench,pot,poncho,boathouse,park bench,vase,snowplow 
n04399382\0.001904_tank _ tank_0.9546819.jpg,half track,tractor,tractor,tractor,tractor,tractor,tractor,tank,tractor,tractor,tractor,tractor,tractor,tractor,barrel,tractor,tank,space shuttle,totem pole,tractor,tractor,parking meter,totem pole,totem pole,half track,totem pole,tractor,tank 
n04399382\0.001907_pug _ pug_0.2711594.jpg,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,Labrador retriever,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,seat belt,pug 
n04399382\0.001974_tank _ tank_0.8491391.jpg,military uniform,half track,teddy,military uniform,teddy,half track,half track,half track,half track,stretcher,teddy,military uniform,military uniform,half track,stretcher,horse cart,stretcher,stretcher,stretcher,stretcher,teddy,teddy,whippet,military uniform,stretcher,stretcher,military uniform,tank 
n04399382\0.002091_shovel _ shovel_0.77865994.jpg,worm fence,worm fence,shovel,shovel,swab,Norwegian elkhound,swab,Madagascar cat,indri,worm fence,koala,teddy,fur coat,gorilla,swab,shovel,picket fence,picket fence,worm fence,shovel,shovel,shovel,shovel,shovel,shovel,shovel,fur coat,shovel 
n04399382\0.002116_Rottweiler _ bison_0.33456397.jpg,car mirror,seat belt,Bouvier des Flandres,Bouvier des Flandres,toy poodle,seat belt,toy poodle,Bouvier des Flandres,Gordon setter,standard poodle,standard poodle,standard poodle,standard poodle,toy poodle,seat belt,seat belt,golfcart,golfcart,standard poodle,car mirror,golfcart,car mirror,convertible,convertible,seat belt,golfcart,schipperke,Rottweiler 
n04399382\0.002331_tricycle _ tricycle_0.52753365.jpg,tricycle,tricycle,tricycle,tricycle,tricycle,barrow,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,sunglasses,tricycle,lawn mower,tricycle,lawn mower,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle,tricycle 
n04399382\0.002463_American alligator _ American alligator_0.5418303.jpg,American alligator,American alligator,American alligator,American alligator,American alligator,baseball,golf ball,hay,American alligator,golf ball,baseball,African crocodile,American alligator,American alligator,American alligator,American alligator,American egret,bittern,bittern,golf ball,bittern,bittern,box turtle,baseball,American alligator,bittern,American alligator,American alligator 
n04399382\0.003428_feather boa _ feather boa_0.9284654.jpg,bonnet,seat belt,bonnet,sleeping bag,sleeping bag,seat belt,bonnet,seat belt,umbrella,cradle,bonnet,bonnet,cradle,bonnet,feather boa,mortarboard,feather boa,feather boa,umbrella,bonnet,bonnet,bonnet,cradle,feather boa,seat belt,umbrella,bath towel,feather boa 
n04399382\0.003571_wheelbarrow _ wheelbarrow_0.81343544.jpg,mountain tent,hatchet,barrow,barrow,barrow,barrow,barrow,barrow,barrow,mushroom,brass,barrow,ram,barrow,mountain tent,ram,mountain tent,barrow,brass,armadillo,spider web,armadillo,ibex,military uniform,black swan,mushroom,bolete,wheelbarrow 
