Item,Answer_resnet18,Answer_resnet34,Answer_resnet50,Answer_resnet101,Answer_resnet152,Answer_densenet121,Answer_densenet161,Answer_densenet169,Answer_densenet201,Answer_efficientnet_b0,Answer_efficientnet_b1,Answer_efficientnet_b2,Answer_efficientnet_b3,Answer_efficientnet_b4,Answer_vgg11,Answer_vgg13,Answer_vgg16,Answer_vgg19,Answer_mobilenet_v2,Answer_mobilenet_v3_large,Answer_mobilenet_v3_small,Answer_alexnet,Answer_shufflenet_v2_x0_5,Answer_shufflenet_v2_x1_0,Answer_squeezenet1_0,Answer_squeezenet1_1,Answer_inception_v3,True Label
850\64047857b0a53b205460022f731fa1d35c53a77c.jpeg,nipple,nipple,nipple,hamper,hamper,pajama,nipple,nipple,hamper,nipple,nipple,nipple,nipple,nipple,nipple,nipple,nipple,hamper,nipple,nipple,nipple,shower cap,hair slide,plate rack,diaper,hair slide,nipple,teddy
850\816af0b000979d08cd8b9b2fe3b480f12a7fa838.jpeg,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,refrigerator,bakery,refrigerator,teddy
850\8a6cff5e13fd5a720fa28282c05e8f256af334fa.jpeg,gas pump,altar,teddy,teddy,teddy,gas pump,gas pump,altar,altar,gas pump,teddy,teddy,teddy,altar,gas pump,toyshop,swab,swab,African grey,swab,gas pump,parallel bars,scale,altar,comic book,slot,gas pump,teddy
850\9391613c70fb723f60449155853b937fa037c0a8.jpeg,cowboy hat,balance beam,cowboy hat,teddy,fur coat,fur coat,cowboy hat,Arabian camel,Arabian camel,Arabian camel,Arabian camel,Arabian camel,cowboy hat,Arabian camel,cowboy hat,cowboy hat,teddy,cowboy hat,Arabian camel,Arabian camel,cowboy hat,cowboy hat,cowboy hat,toyshop,cowboy hat,cowboy hat,Arabian camel,teddy
850\9a8c55a838ec4d752f3a879b28a424fa8153014c.jpeg,strawberry,strawberry,strawberry,teddy,strawberry,chocolate sauce,strawberry,strawberry,strawberry,ice cream,teddy,teddy,teddy,teddy,strawberry,strawberry,strawberry,strawberry,ice cream,strawberry,strawberry,ice cream,strawberry,strawberry,strawberry,strawberry,teddy,teddy
850\c41f1bac20d18afd4ee60ceb3f297551794543c3.jpeg,Christmas stocking,Christmas stocking,teddy,teddy,teddy,teddy,wine bottle,scabbard,stole,teddy,Christmas stocking,Christmas stocking,teddy,teddy,teddy,Christmas stocking,Christmas stocking,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy,can opener,matchstick,teddy
850\db41623446ee2017d0fa6de8085198f83e9b11f1.jpeg,teddy,teddy,toyshop,toyshop,teddy,toyshop,toyshop,toyshop,toyshop,teddy,teddy,toyshop,teddy,toyshop,toyshop,toyshop,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy,teddy
851\0284554a3dd4c727b3e9bbc5860ba2bfc1a7eb4b.jpeg,screen,television,television,television,television,television,television,television,screen,television,television,television,television,television,television,television,television,screen,television,television,television,television,space heater,television,desktop computer,television,television,television
851\095c3a6f9e1b9793179172fbefad40b2621cae66.jpeg,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,television,stove,entertainment center,stove,television,home theater,television,television,television
851\6044ec510c73714d1ad62874ae4341674f3e265c.jpeg,cinema,monitor,monitor,monitor,television,monitor,monitor,monitor,television,slot,monitor,vending machine,screen,vending machine,slot,slot,monitor,monitor,vending machine,tobacco shop,slot,bookshop,tobacco shop,tobacco shop,slot,slot,cinema,television
851\9658abeb84e0846a64fb1f4e8c45e67b9447cf71.jpeg,espresso maker,joystick,odometer,odometer,odometer,vacuum,monitor,oscilloscope,joystick,tape player,joystick,odometer,oscilloscope,monitor,joystick,joystick,joystick,joystick,joystick,projector,espresso maker,wok,oscilloscope,joystick,dishwasher,espresso maker,radio,television
851\a641a73b3465473834a5a24c55804e71627ec626.jpeg,dining table,quilt,quilt,quilt,quilt,studio couch,studio couch,quilt,quilt,table lamp,quilt,studio couch,studio couch,window shade,quilt,four-poster,quilt,studio couch,quilt,table lamp,four-poster,pool table,four-poster,studio couch,four-poster,quilt,studio couch,television
851\c1a8e4125e80813926de1b8b89c1faacc7b8f287.jpeg,loudspeaker,entertainment center,television,television,television,home theater,home theater,entertainment center,loudspeaker,television,entertainment center,loudspeaker,loudspeaker,television,home theater,home theater,tape player,cassette player,tape player,loudspeaker,loudspeaker,iPod,iPod,cassette player,tape player,cassette player,television,television
851\d0c026df8bd5838581d23f8269a556d0203e7ee0.jpeg,slot,slot,television,entertainment center,entertainment center,slot,maze,slot,cinema,throne,television,throne,television,television,slot,slot,slot,slot,slot,slot,slot,confectionery,jigsaw puzzle,slot,slot,jigsaw puzzle,slot,television
851\ddf8f881882766053728010a9719a26b9bad61e2.jpeg,sarong,punching bag,dumbbell,dumbbell,dumbbell,television,home theater,barbell,dumbbell,dumbbell,punching bag,harmonica,harmonica,punching bag,television,cash machine,cash machine,television,rotisserie,television,sarong,sarong,punching bag,sarong,sarong,harmonica,harmonica,television
851\ff83223fc23eb96ad0ff5587f991fe061fddd0e1.jpeg,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,tape player,oboe,tape player,black-and-tan coonhound,hair spray,oboe,cassette player,television
851\ffb09214b5f318aac31066ab2922fae0f71bf138.jpeg,television,monitor,television,television,television,television,television,television,home theater,television,television,television,television,television,monitor,screen,monitor,screen,monitor,television,monitor,home theater,screen,monitor,monitor,monitor,television,television
852\0401fa5eb28ba9ddae24429157fe12fda091bf0f.jpeg,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,golf ball,golf ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,golf ball,tennis ball,tennis ball,tennis ball,tennis ball,chainlink fence,tennis ball
852\221d555c904357977d730b81bb4a893f724b8c10.jpeg,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,balance beam,tennis ball
852\29a8eec8abd28cb8ef03ec27c6fcc60e82f34df3.jpeg,modem,radiator,radiator,radiator,racket,radiator,radiator,racket,racket,radiator,radiator,radiator,radiator,racket,radiator,rain barrel,rain barrel,electric fan,radiator,radiator,window shade,rocking chair,radiator,radiator,plate rack,picket fence,radiator,tennis ball
852\43283560cedda1c74cf0132edede53e9d4a19c47.jpeg,croquet ball,croquet ball,baseball,baseball,ping-pong ball,croquet ball,ping-pong ball,ping-pong ball,ping-pong ball,croquet ball,baseball,ping-pong ball,ping-pong ball,racket,croquet ball,soccer ball,soccer ball,croquet ball,croquet ball,croquet ball,soccer ball,overskirt,gown,gown,tricycle,overskirt,ping-pong ball,tennis ball
852\4eff6661997184be8c30de23c566dfb227471beb.jpeg,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,tennis ball
852\6a9c1d3ad982393665c8a2884c4a40beec54b29f.jpeg,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,dumbbell,racket,racket,rugby ball,racket,rugby ball,rugby ball,rugby ball,racket,croquet ball,soccer ball,soccer ball,unicycle,rugby ball,rugby ball,dumbbell,tennis ball
852\8fbc49fbdcb70fed9730f2c2f2d6a936c8aee439.jpeg,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball
852\93020190ab9418119ee3e8116b4338329a803eab.jpeg,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,tennis ball
852\cc124fa90988a7193ddf4e62072079d41bee5253.jpeg,Irish wolfhound,Lakeland terrier,tennis ball,golden retriever,golden retriever,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,tennis ball,giant schnauzer,tennis ball,Airedale,standard poodle,Airedale,flat-coated retriever,Irish terrier,tennis ball,Airedale,briard,Irish water spaniel,Bouvier des Flandres,Newfoundland,Border terrier,common iguana,tennis ball,tennis ball
852\f6679419cc38633a355192b280b527884c70613e.jpeg,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,racket,football helmet,racket,racket,lawn mower,ballplayer,ballplayer,tennis ball
853\2f5e82be33b18c74c2295c4bbf0522f8204e1ec4.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch
853\480c1a3ff2f1272958e11a9d830fa44d86e55810.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,birdhouse,thatch,thatch,picket fence,thatch,thatch
853\4deada26a769a592dd2879d10fd56b84f6fbf4cf.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch
853\5cb564c97a1199cca0db20a1d75f4cfdc741c5ed.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,boathouse,thatch
853\8120062a1303065a8c84fcceadd94fe36f0f8a18.jpeg,hamper,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,hamper,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,hamper,thatch,thatch,thatch,studio couch,thatch,electric fan,thatch
853\a87c7610d243edf25de43632fb85d4b9bba08b3e.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,megalith,thatch,stone wall,megalith,thatch,thatch,thatch
853\b7cc0a954babc69709ffc97aacfb685a7060febc.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,lumbermill,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,vault,triceratops,vault,thatch,lumbermill,thatch,thatch,thatch
853\ec707269344409f5f36e5e06b0bb29d3cd06d2db.jpeg,dam,boathouse,monastery,seashore,seashore,tank,boathouse,tank,dam,seashore,seashore,seashore,seashore,dam,red-breasted merganser,tank,tank,tank,steel arch bridge,lakeside,seashore,ground beetle,maze,rock python,isopod,tank,king crab,thatch
853\ee82bc5bb944ab515b4efd0b848918b7f62ec8ea.jpeg,chickadee,chickadee,brambling,brambling,thatch,brambling,brambling,chickadee,chickadee,chickadee,chickadee,chickadee,chickadee,bulbul,ruddy turnstone,water ouzel,chickadee,chickadee,chickadee,chickadee,chickadee,water ouzel,ruddy turnstone,chickadee,ruddy turnstone,quail,brambling,thatch
853\f54b1f0c3c90f655dc836c98936a880d12b1f8e0.jpeg,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch,thatch
854\2f21e027ddc980d571b54495692de4af342ea984.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,organ,theater curtain
854\33475bd1a7e73629cc68c547ad1f35a91ef4cd6d.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain
854\5c1f10d2c72792e5419808519eee732b6b3ce7e6.jpeg,cinema,cinema,cinema,cinema,cinema,cinema,cinema,theater curtain,cinema,cinema,cinema,cinema,cinema,cinema,theater curtain,cinema,theater curtain,cinema,theater curtain,theater curtain,cinema,theater curtain,theater curtain,cinema,pier,theater curtain,cinema,theater curtain
854\628bb02933ac014747b5b412f8617dd8a7a356b0.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain
854\67675feddb6a32f3b492c70ddaed5988b7c09b2e.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain
854\785f5b0bdcceee35889a76af631e00366a8bc308.jpeg,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,altar,balloon,altar,altar,altar,altar,altar,theater curtain
854\95e6e89d829940cf5a0bfc6f113facfef2454bfa.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain
854\9674147d57897858062bb356a8e9a0c3e3fcb6de.jpeg,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain,theater curtain
854\97054c191a70c44e2450595c9ab444c08780a773.jpeg,cinema,theater curtain,cinema,theater curtain,cinema,theater curtain,cinema,cinema,cinema,cinema,restaurant,cinema,cinema,cinema,theater curtain,theater curtain,theater curtain,stage,theater curtain,cinema,cinema,butcher shop,tile roof,theater curtain,confectionery,cinema,cinema,theater curtain
854\bb2b60533e1ac471fb430eccd5e1c6b349ad845a.jpeg,shower curtain,radiator,vestment,shower curtain,shower curtain,shower curtain,doormat,theater curtain,theater curtain,freight car,shower curtain,theater curtain,theater curtain,theater curtain,freight car,freight car,freight car,book jacket,shower curtain,shower curtain,chain,chain,doormat,freight car,chain,chain,overskirt,theater curtain
855\23592dc21929e6c53ff65608c60fa29c39107ba6.jpeg,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,saltshaker,thimble,thimble,thimble
855\485cbfdf81d605f839f2887425c52381dc4ffba3.jpeg,quill,quill,conch,handkerchief,handkerchief,purse,handkerchief,handkerchief,purse,handkerchief,handkerchief,perfume,handkerchief,perfume,necklace,buckle,purse,handkerchief,buckle,perfume,necklace,pickelhaube,perfume,sundial,thimble,breastplate,perfume,thimble
855\619fbb9c0d1c68fd3be31b4c25fa089c9068dcb3.jpeg,vase,goblet,goblet,goblet,goblet,beer glass,espresso,espresso,eggnog,goblet,goblet,goblet,goblet,beer glass,beer glass,beer glass,beer glass,goblet,beer glass,goblet,vase,candle,shower curtain,hourglass,beer glass,perfume,beer glass,thimble
855\727bde4b07bd5b3f0c20e1c2979415fc30717fe3.jpeg,hair slide,hair slide,face powder,knot,knot,hair slide,knot,chocolate sauce,hair slide,chocolate sauce,knot,knot,knot,knot,knot,cup,necklace,face powder,loupe,knot,chocolate sauce,flatworm,corkscrew,chocolate sauce,chocolate sauce,chocolate sauce,revolver,thimble
855\abb7601d92942c7518e33ddcbc016b1e9a20e9e6.jpeg,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,combination lock,thimble,thimble,thimble,thimble,thimble,thimble
855\ad781eb11c4bfa48f19cf77c242eb9801dcea84f.jpeg,mortar,isopod,isopod,isopod,microphone,isopod,isopod,isopod,nematode,mitten,acorn squash,oil filter,projectile,hip,sea urchin,jellyfish,isopod,isopod,weevil,matchstick,frying pan,jellyfish,frying pan,electric ray,leatherback turtle,isopod,microphone,thimble
855\cad8836950ab5a2dd4ffd24f3d1183d3250e0597.jpeg,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,pill bottle,thimble,thimble,thimble,thimble,thimble,thimble
855\d71f7511c65aa8b9e5c0f99d051535ce4e6b3a20.jpeg,golf ball,thimble,thimble,thimble,thimble,thimble,thimble,golf ball,thimble,thimble,thimble,thimble,thimble,thimble,pick,pick,pick,bottlecap,thimble,pick,bottlecap,pick,pop bottle,bottlecap,bottlecap,bottlecap,bottlecap,thimble
855\dcf96d64f36a93bac4acb0a2271e5ed891ed807c.jpeg,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,thimble,zucchini,thimble,thimble,thimble,thimble,thimble,thimble
855\fa6182025f995ba92ce0080e4bdbff5d3822b3ed.jpeg,bucket,mushroom,agaric,thimble,agaric,mushroom,mushroom,strainer,mushroom,thimble,thimble,pot,strainer,agaric,stinkhorn,ice cream,ice cream,ice cream,agaric,agaric,thimble,bucket,agaric,thimble,bucket,bucket,thimble,thimble
856\1da5864d2dfc6bdf0d47a3e8c664b8bec1adc29f.jpeg,cannon,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,cannon,cannon,cannon,thresher,thresher,moped,thresher,moped,thresher,cannon,cannon,cannon,harvester,tractor,cannon,moped,moped,thresher,thresher
856\231425c3db793fe2c7c1e4ee015db2cf52930990.jpeg,thresher,thresher,thresher,thresher,thresher,barrel,thresher,pencil sharpener,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,disk brake,mailbox,thresher,thresher,fire engine,fire engine,barrel,thresher
856\3aebb43b6af3b8eae401a02048db6e85331bb08c.jpeg,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher
856\4205ed8b6d44f7905a7dd7e6cedb4aed07bb12d2.jpeg,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,tractor,tractor,thresher,thresher,tractor,thresher,thresher
856\538d39274988e470ce44211b7ed1a09c1010e74f.jpeg,hay,harvester,harvester,harvester,harvester,harvester,harvester,harvester,hay,cockroach,harvester,harvester,harvester,harvester,maze,harvester,parachute,harvester,harvester,harvester,rapeseed,rule,maze,hay,quilt,swab,harvester,thresher
856\89276e702d13e6480db4c24b75862ca8f1439c32.jpeg,harvester,harvester,harvester,harvester,harvester,harvester,thresher,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,harvester,school bus,harvester,harvester,harvester,harvester,thresher
856\8d9431edd1b3c58a07af00b7638ab9569eea697d.jpeg,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher
856\975863d01638959552cbf8cb8ada99dad9a7163b.jpeg,chain saw,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,steam locomotive,thresher,steam locomotive,steam locomotive,cannon,thresher,thresher,thresher,shield,projector,steam locomotive,chain saw,thresher,thresher
856\bb85105064a669c8a5b3e90ff5b3db5ce6f34ffa.jpeg,cannon,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,thresher,tractor,thresher,tractor,tractor,thresher,cannon,thresher,cannon,thresher,thresher,mountain bike,thresher,tractor,tractor,tractor,thresher,thresher
856\dc67b5d676181302ee990e70e2ff872e0f7259e1.jpeg,steam locomotive,barbell,steam locomotive,gong,steam locomotive,thresher,thresher,steam locomotive,steam locomotive,steam locomotive,steam locomotive,barbell,barbell,gong,gong,shield,caldron,gong,steam locomotive,puck,barbell,steam locomotive,magnetic compass,steam locomotive,magnetic compass,steam locomotive,steam locomotive,thresher
857\0cd8de4fddce0aba4bf6325b5db4fd49a08d36a0.jpeg,jean,cowboy boot,throne,rocking chair,swing,cowboy boot,cowboy boot,cowboy boot,jean,rocking chair,swing,swing,throne,rocking chair,jean,cowboy boot,jean,hatchet,swing,swing,crutch,shovel,swing,unicycle,crutch,Greater Swiss Mountain dog,cowboy boot,throne
857\380a61aac11110d9a443ab127214b76cf7a4cc96.jpeg,viaduct,megalith,picket fence,picket fence,picket fence,picket fence,picket fence,picket fence,picket fence,church,church,picket fence,picket fence,picket fence,castle,castle,castle,megalith,megalith,picket fence,fountain,castle,castle,megalith,castle,castle,picket fence,throne
857\38f75e3ccbafe0ffd658b5fdfa2ba1868e7e86c5.jpeg,throne,altar,throne,throne,throne,altar,throne,altar,four-poster,throne,bannister,four-poster,four-poster,throne,altar,throne,throne,altar,throne,throne,organ,guillotine,vestment,sewing machine,throne,throne,throne,throne
857\570ce89464bbe453d7cad8d2bb7c2111bbbf65a9.jpeg,rocking chair,rocking chair,rocking chair,rocking chair,rocking chair,rocking chair,throne,throne,throne,throne,rocking chair,throne,rocking chair,throne,rocking chair,rocking chair,rocking chair,rocking chair,throne,throne,throne,four-poster,rocking chair,throne,bassinet,rocking chair,throne,throne
857\78c75aad15fc3a91cabb0adbd9fe10629ef66177.jpeg,barber chair,rocking chair,studio couch,throne,throne,rocking chair,studio couch,studio couch,rocking chair,ashcan,rocking chair,throne,rocking chair,barber chair,folding chair,park bench,folding chair,rocking chair,barber chair,studio couch,television,ashcan,television,ashcan,studio couch,shovel,rocking chair,throne
857\8d1df659436ea981d296e39f9ae1750c99fef59c.jpeg,throne,throne,teddy,throne,throne,borzoi,throne,swing,swing,borzoi,teddy,throne,throne,throne,borzoi,stage,teddy,throne,throne,throne,throne,carousel,throne,teddy,stage,feather boa,jinrikisha,throne
857\916d2e7a61557a942583b82fdc5375a1340f1973.jpeg,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne
857\9c27c3bd4b6844edfa52230044b312debae0b452.jpeg,Saluki,Italian greyhound,whippet,whippet,whippet,Italian greyhound,Italian greyhound,whippet,Italian greyhound,Italian greyhound,whippet,whippet,whippet,whippet,Italian greyhound,whippet,whippet,whippet,Italian greyhound,Italian greyhound,Saluki,whippet,Saluki,whippet,whippet,whippet,Italian greyhound,throne
857\9d6f05a0b9aff0731c100db0f549e7109120539e.jpeg,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne,throne
857\e17cba301a5a2511e3cde944adb073002e9f83cb.jpeg,throne,theater curtain,theater curtain,palace,theater curtain,throne,throne,theater curtain,palace,theater curtain,throne,palace,altar,palace,throne,throne,throne,throne,throne,throne,throne,sewing machine,throne,throne,throne,throne,throne,throne
858\35cdca447451f38c2d89e90d5b1a38a6ece8974f.jpeg,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,stone wall,tile roof,tile roof,tile roof,tile roof,castle,tile roof
858\3ff6deca8202b8f2673bfe34748cf20a2dc03cb4.jpeg,barn,thatch,monastery,church,monastery,thatch,church,monastery,thatch,bell cote,monastery,church,church,monastery,church,bell cote,thatch,castle,tile roof,bell cote,bell cote,bell cote,thatch,bell cote,barn,thatch,castle,tile roof
858\7c2adf16dbdb84692a74029f43a1b0b95a6e902f.jpeg,barn,barn,tile roof,barn,barn,barn,barn,tile roof,barn,tile roof,barn,tile roof,church,barn,tile roof,barn,barn,barn,tile roof,tile roof,barn,barn,tile roof,tile roof,barn,barn,birdhouse,tile roof
858\84c58a2270d56e585506dfa9c03d177afff6950c.jpeg,church,church,tile roof,barn,boathouse,church,boathouse,church,church,barn,palace,church,boathouse,picket fence,barn,barn,barn,boathouse,tile roof,church,bell cote,thatch,boathouse,thatch,church,church,boathouse,tile roof
858\8677176901e8486ea5af96edd85b7e72c5896598.jpeg,crane,crane,tile roof,crane,crane,crane,crane,crane,crane,crane,crane,crane,crane,crane,crane,tile roof,tile roof,tile roof,crane,crane,tile roof,tile roof,crane,crane,crane,tile roof,crane,tile roof
858\8e1ef81986187d146668c972c8e7a66ca92bcf10.jpeg,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof
858\8f9bf7d5bc47afe4292b9819ce976eef1c08d131.jpeg,prison,prison,thatch,tile roof,thatch,window screen,tile roof,picket fence,tile roof,picket fence,tile roof,picket fence,window shade,picket fence,window shade,picket fence,window shade,patio,prison,tile roof,thatch,window shade,window screen,window shade,mobile home,mobile home,bell cote,tile roof
858\94f3662880e8e165f88147b48e3d90c0f2a59748.jpeg,mobile home,patio,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,boathouse,boathouse,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,mobile home,tile roof
858\bc19983322dfe456fb2e1a8f01d4e0d23d013233.jpeg,castle,castle,tile roof,tile roof,tile roof,castle,jigsaw puzzle,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,palace,castle,dome,castle,palace,palace,tile roof,tile roof,palace,jigsaw puzzle,palace,palace,palace,tile roof,tile roof
858\ffc56806f04920065a5b352782b3f5a61d19ae1b.jpeg,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,tile roof,boathouse,tile roof,carton,tile roof,chest,chest,tile roof,tile roof
