Item,Answer resnet50,Answer densenet121,Answer efficientnet_b0,Answer vgg16,Answer mobilenet_v3_large,Answer alexnet,True Label
n06874185\sketch_0.JPEG,918,507,892,549,507,600,n06874185
n06874185\sketch_1.JPEG,549,409,772,610,772,772,n06874185
n06874185\sketch_10.JPEG,600,600,600,600,600,600,n06874185
n06874185\sketch_11.JPEG,481,650,481,481,632,600,n06874185
n06874185\sketch_12.JPEG,600,539,504,556,464,556,n06874185
n06874185\sketch_13.JPEG,761,633,892,549,605,600,n06874185
n06874185\sketch_14.JPEG,644,644,644,644,644,644,n06874185
n06874185\sketch_15.JPEG,795,456,733,600,456,600,n06874185
n06874185\sketch_16.JPEG,549,409,892,549,826,600,n06874185
n06874185\sketch_17.JPEG,611,600,600,714,632,846,n06874185
n06874185\sketch_18.JPEG,916,916,494,916,769,600,n06874185
n06874185\sketch_19.JPEG,761,409,600,761,632,556,n06874185
n06874185\sketch_2.JPEG,916,916,916,600,549,919,n06874185
n06874185\sketch_20.JPEG,916,506,729,823,626,600,n06874185
n06874185\sketch_21.JPEG,549,512,892,772,844,600,n06874185
n06874185\sketch_22.JPEG,610,650,610,644,610,610,n06874185
n06874185\sketch_23.JPEG,646,646,556,446,506,556,n06874185
n06874185\sketch_24.JPEG,767,767,711,772,549,549,n06874185
n06874185\sketch_25.JPEG,549,549,892,549,549,549,n06874185
n06874185\sketch_26.JPEG,644,644,644,644,644,644,n06874185
n06874185\sketch_27.JPEG,488,772,600,584,513,729,n06874185
n06874185\sketch_28.JPEG,549,549,617,549,549,721,n06874185
n06874185\sketch_29.JPEG,532,549,600,556,438,600,n06874185
n06874185\sketch_3.JPEG,446,778,572,600,446,549,n06874185
n06874185\sketch_30.JPEG,769,916,494,916,600,600,n06874185
n06874185\sketch_31.JPEG,918,507,892,916,446,761,n06874185
n06874185\sketch_32.JPEG,549,729,506,566,772,772,n06874185
n06874185\sketch_33.JPEG,916,916,916,549,549,549,n06874185
n06874185\sketch_34.JPEG,633,778,619,600,446,549,n06874185
n06874185\sketch_35.JPEG,916,916,916,916,916,504,n06874185
n06874185\sketch_36.JPEG,916,916,916,916,916,600,n06874185
n06874185\sketch_37.JPEG,918,922,646,916,688,772,n06874185
n06874185\sketch_38.JPEG,488,506,111,823,506,823,n06874185
n06874185\sketch_39.JPEG,549,916,549,549,549,549,n06874185
n06874185\sketch_4.JPEG,916,916,916,916,916,700,n06874185
n06874185\sketch_40.JPEG,549,600,600,600,600,772,n06874185
n06874185\sketch_41.JPEG,600,600,600,600,600,600,n06874185
n06874185\sketch_42.JPEG,481,692,481,481,632,600,n06874185
n06874185\sketch_43.JPEG,600,539,504,446,464,729,n06874185
n06874185\sketch_44.JPEG,761,916,892,549,605,600,n06874185
n06874185\sketch_45.JPEG,644,644,644,644,644,644,n06874185
n06874185\sketch_46.JPEG,600,456,494,600,513,714,n06874185
n06874185\sketch_47.JPEG,549,409,892,549,826,600,n06874185
n06874185\sketch_48.JPEG,549,499,892,714,549,772,n06874185
n06874185\sketch_49.JPEG,916,916,600,916,632,769,n06874185
n06874185\sketch_5.JPEG,918,916,916,916,761,600,n06874185
n06874185\sketch_50.JPEG,918,916,600,446,632,556,n06874185
n06874185\sketch_6.JPEG,918,922,646,916,688,772,n06874185
n06874185\sketch_7.JPEG,488,506,506,823,506,823,n06874185
n06874185\sketch_8.JPEG,549,916,549,549,549,549,n06874185
n06874185\sketch_9.JPEG,523,600,600,600,600,772,n06874185
n07248320\sketch_0.JPEG,917,611,917,917,611,917,n07248320
n07248320\sketch_1.JPEG,921,549,921,921,921,921,n07248320
n07248320\sketch_10.JPEG,646,600,549,556,549,556,n07248320
n07248320\sketch_11.JPEG,921,922,922,922,922,922,n07248320
n07248320\sketch_12.JPEG,549,767,692,549,917,688,n07248320
n07248320\sketch_13.JPEG,916,916,916,916,916,878,n07248320
n07248320\sketch_14.JPEG,446,921,921,446,921,446,n07248320
n07248320\sketch_15.JPEG,921,921,921,921,921,921,n07248320
n07248320\sketch_16.JPEG,600,549,729,778,549,772,n07248320
n07248320\sketch_17.JPEG,446,921,921,549,921,549,n07248320
n07248320\sketch_18.JPEG,917,917,611,917,611,917,n07248320
n07248320\sketch_19.JPEG,922,549,921,921,921,921,n07248320
n07248320\sketch_2.JPEG,446,692,921,921,692,921,n07248320
n07248320\sketch_20.JPEG,446,692,921,921,692,917,n07248320
n07248320\sketch_21.JPEG,464,549,921,626,921,921,n07248320
n07248320\sketch_22.JPEG,549,749,922,922,922,549,n07248320
n07248320\sketch_23.JPEG,549,921,549,549,591,488,n07248320
n07248320\sketch_24.JPEG,714,746,921,746,921,464,n07248320
n07248320\sketch_25.JPEG,922,922,922,922,922,921,n07248320
n07248320\sketch_26.JPEG,916,781,781,921,921,424,n07248320
n07248320\sketch_27.JPEG,921,692,78,921,76,921,n07248320
n07248320\sketch_28.JPEG,646,626,549,556,549,556,n07248320
n07248320\sketch_29.JPEG,921,922,922,922,922,922,n07248320
n07248320\sketch_3.JPEG,549,917,921,626,921,921,n07248320
n07248320\sketch_30.JPEG,549,767,692,549,692,688,n07248320
n07248320\sketch_31.JPEG,916,916,916,916,916,878,n07248320
n07248320\sketch_32.JPEG,446,921,921,921,921,446,n07248320
n07248320\sketch_33.JPEG,921,921,921,921,921,921,n07248320
n07248320\sketch_34.JPEG,729,623,729,772,828,772,n07248320
n07248320\sketch_35.JPEG,446,921,921,549,921,921,n07248320
n07248320\sketch_36.JPEG,549,917,917,917,917,611,n07248320
n07248320\sketch_37.JPEG,549,549,921,549,921,683,n07248320
n07248320\sketch_38.JPEG,917,917,921,921,921,781,n07248320
n07248320\sketch_39.JPEG,549,917,921,921,921,921,n07248320
n07248320\sketch_4.JPEG,549,749,922,922,922,922,n07248320
n07248320\sketch_40.JPEG,79,749,922,549,949,922,n07248320
n07248320\sketch_41.JPEG,549,921,921,921,921,512,n07248320
n07248320\sketch_42.JPEG,464,746,464,746,746,464,n07248320
n07248320\sketch_43.JPEG,922,922,922,922,922,549,n07248320
n07248320\sketch_44.JPEG,781,781,781,921,921,781,n07248320
n07248320\sketch_45.JPEG,921,921,921,921,78,921,n07248320
n07248320\sketch_46.JPEG,646,916,549,600,549,556,n07248320
n07248320\sketch_47.JPEG,921,922,922,921,922,922,n07248320
n07248320\sketch_48.JPEG,692,760,692,549,692,794,n07248320
n07248320\sketch_49.JPEG,916,916,916,916,916,878,n07248320
n07248320\sketch_5.JPEG,549,767,549,549,549,488,n07248320
n07248320\sketch_50.JPEG,446,921,921,446,921,921,n07248320
n07248320\sketch_6.JPEG,714,921,464,746,921,504,n07248320
n07248320\sketch_7.JPEG,918,549,922,922,922,549,n07248320
n07248320\sketch_8.JPEG,781,781,921,921,921,860,n07248320
n07248320\sketch_9.JPEG,446,921,921,921,76,921,n07248320
n07565083\sketch_0.JPEG,918,916,922,922,922,922,n07565083
n07565083\sketch_1.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_10.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_11.JPEG,922,916,922,916,916,549,n07565083
n07565083\sketch_12.JPEG,922,922,922,916,922,922,n07565083
n07565083\sketch_13.JPEG,922,922,922,922,922,922,n07565083
n07565083\sketch_14.JPEG,966,907,711,438,966,438,n07565083
n07565083\sketch_15.JPEG,922,916,922,922,922,916,n07565083
n07565083\sketch_16.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_17.JPEG,922,922,922,922,922,922,n07565083
n07565083\sketch_18.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_19.JPEG,592,592,592,922,922,922,n07565083
n07565083\sketch_2.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_20.JPEG,918,916,922,549,922,922,n07565083
n07565083\sketch_21.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_22.JPEG,922,922,922,922,922,922,n07565083
n07565083\sketch_23.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_24.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_25.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_26.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_27.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_28.JPEG,916,916,922,916,922,918,n07565083
n07565083\sketch_29.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_3.JPEG,922,922,922,916,922,922,n07565083
n07565083\sketch_30.JPEG,922,916,922,921,922,922,n07565083
n07565083\sketch_31.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_32.JPEG,916,922,922,922,922,916,n07565083
n07565083\sketch_33.JPEG,916,916,917,916,916,918,n07565083
n07565083\sketch_34.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_35.JPEG,922,916,922,451,916,549,n07565083
n07565083\sketch_36.JPEG,922,922,922,916,922,922,n07565083
n07565083\sketch_37.JPEG,922,922,922,922,922,918,n07565083
n07565083\sketch_38.JPEG,966,907,503,711,966,438,n07565083
n07565083\sketch_39.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_4.JPEG,916,916,922,922,918,916,n07565083
n07565083\sketch_40.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_41.JPEG,922,922,922,922,922,922,n07565083
n07565083\sketch_42.JPEG,922,916,922,916,922,922,n07565083
n07565083\sketch_43.JPEG,592,592,592,922,922,688,n07565083
n07565083\sketch_44.JPEG,918,916,922,549,922,922,n07565083
n07565083\sketch_45.JPEG,916,916,922,916,922,922,n07565083
n07565083\sketch_46.JPEG,922,922,922,916,922,922,n07565083
n07565083\sketch_47.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_48.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_49.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_5.JPEG,922,916,922,922,922,922,n07565083
n07565083\sketch_50.JPEG,916,916,922,922,922,922,n07565083
n07565083\sketch_6.JPEG,922,916,922,917,922,922,n07565083
n07565083\sketch_7.JPEG,918,916,922,922,922,922,n07565083
n07565083\sketch_8.JPEG,916,916,922,922,922,916,n07565083
n07565083\sketch_9.JPEG,916,916,917,916,916,918,n07565083
n07579787\sketch_0.JPEG,488,488,488,488,488,451,n07579787
n07579787\sketch_1.JPEG,622,746,577,749,567,622,n07579787
n07579787\sketch_10.JPEG,584,787,787,714,787,787,n07579787
n07579787\sketch_11.JPEG,828,600,600,600,600,828,n07579787
n07579787\sketch_12.JPEG,828,778,111,828,828,897,n07579787
n07579787\sketch_13.JPEG,584,464,584,584,584,584,n07579787
n07579787\sketch_14.JPEG,828,778,828,828,828,828,n07579787
n07579787\sketch_15.JPEG,902,600,844,600,823,828,n07579787
n07579787\sketch_16.JPEG,855,855,855,588,855,588,n07579787
n07579787\sketch_17.JPEG,772,772,566,714,566,835,n07579787
n07579787\sketch_18.JPEG,772,772,772,772,549,549,n07579787
n07579787\sketch_19.JPEG,111,823,823,606,823,600,n07579787
n07579787\sketch_2.JPEG,646,549,646,549,646,714,n07579787
n07579787\sketch_20.JPEG,659,464,729,541,464,464,n07579787
n07579787\sketch_21.JPEG,69,783,772,584,818,451,n07579787
n07579787\sketch_22.JPEG,111,712,712,712,712,712,n07579787
n07579787\sketch_23.JPEG,584,566,566,584,566,409,n07579787
n07579787\sketch_24.JPEG,868,868,861,551,506,755,n07579787
n07579787\sketch_25.JPEG,809,896,618,618,896,567,n07579787
n07579787\sketch_26.JPEG,549,549,566,584,464,635,n07579787
n07579787\sketch_27.JPEG,968,968,968,968,968,968,n07579787
n07579787\sketch_28.JPEG,506,506,111,506,720,600,n07579787
n07579787\sketch_29.JPEG,646,499,646,584,549,714,n07579787
n07579787\sketch_3.JPEG,549,646,549,714,549,835,n07579787
n07579787\sketch_30.JPEG,646,646,892,111,746,545,n07579787
n07579787\sketch_31.JPEG,868,813,477,823,531,828,n07579787
n07579787\sketch_32.JPEG,618,618,111,818,577,507,n07579787
n07579787\sketch_33.JPEG,549,646,787,714,917,868,n07579787
n07579787\sketch_34.JPEG,646,646,646,623,549,729,n07579787
n07579787\sketch_35.JPEG,916,916,916,549,549,549,n07579787
n07579787\sketch_36.JPEG,787,787,787,787,787,787,n07579787
n07579787\sketch_37.JPEG,549,506,111,673,549,828,n07579787
n07579787\sketch_38.JPEG,633,712,712,712,618,838,n07579787
n07579787\sketch_39.JPEG,772,828,584,600,622,828,n07579787
n07579787\sketch_4.JPEG,646,646,566,506,566,566,n07579787
n07579787\sketch_40.JPEG,584,818,968,679,714,635,n07579787
n07579787\sketch_41.JPEG,584,584,828,549,566,828,n07579787
n07579787\sketch_42.JPEG,111,111,506,506,506,712,n07579787
n07579787\sketch_43.JPEG,828,646,828,828,828,828,n07579787
n07579787\sketch_44.JPEG,111,111,787,712,640,818,n07579787
n07579787\sketch_45.JPEG,633,633,488,729,613,633,n07579787
n07579787\sketch_46.JPEG,772,626,473,600,600,897,n07579787
n07579787\sketch_47.JPEG,767,563,111,549,507,828,n07579787
n07579787\sketch_48.JPEG,488,488,488,488,111,451,n07579787
n07579787\sketch_49.JPEG,577,746,577,746,577,622,n07579787
n07579787\sketch_5.JPEG,772,828,477,828,477,828,n07579787
n07579787\sketch_50.JPEG,646,646,646,729,746,600,n07579787
n07579787\sketch_6.JPEG,111,778,111,111,111,111,n07579787
n07579787\sketch_7.JPEG,507,507,771,875,827,409,n07579787
n07579787\sketch_8.JPEG,772,600,828,600,633,828,n07579787
n07579787\sketch_9.JPEG,549,506,823,823,823,823,n07579787
n07583066\sketch_0.JPEG,646,646,111,506,673,600,n07583066
n07583066\sketch_1.JPEG,626,549,828,714,828,925,n07583066
n07583066\sketch_10.JPEG,714,549,968,714,828,659,n07583066
n07583066\sketch_11.JPEG,117,551,111,308,618,818,n07583066
n07583066\sketch_12.JPEG,968,464,725,835,725,790,n07583066
n07583066\sketch_13.JPEG,549,549,549,549,549,549,n07583066
n07583066\sketch_14.JPEG,635,635,111,635,787,409,n07583066
n07583066\sketch_15.JPEG,714,714,868,714,464,464,n07583066
n07583066\sketch_16.JPEG,549,464,659,644,767,968,n07583066
n07583066\sketch_17.JPEG,633,712,712,551,111,835,n07583066
n07583066\sketch_18.JPEG,646,646,600,650,673,600,n07583066
n07583066\sketch_19.JPEG,549,549,535,673,828,714,n07583066
n07583066\sketch_2.JPEG,69,808,111,828,618,818,n07583066
n07583066\sketch_20.JPEG,69,111,111,111,111,111,n07583066
n07583066\sketch_21.JPEG,545,464,765,584,566,765,n07583066
n07583066\sketch_22.JPEG,549,916,549,549,549,549,n07583066
n07583066\sketch_23.JPEG,635,635,111,818,921,545,n07583066
n07583066\sketch_24.JPEG,714,714,111,714,464,714,n07583066
n07583066\sketch_25.JPEG,549,549,584,684,767,584,n07583066
n07583066\sketch_26.JPEG,111,712,712,541,712,451,n07583066
n07583066\sketch_27.JPEG,646,646,600,600,673,600,n07583066
n07583066\sketch_28.JPEG,549,918,535,714,828,714,n07583066
n07583066\sketch_29.JPEG,69,111,111,316,111,111,n07583066
n07583066\sketch_3.JPEG,725,464,725,883,725,790,n07583066
n07583066\sketch_30.JPEG,828,916,765,584,464,451,n07583066
n07583066\sketch_31.JPEG,549,916,549,549,549,549,n07583066
n07583066\sketch_32.JPEG,635,635,111,818,826,635,n07583066
n07583066\sketch_33.JPEG,714,714,111,714,464,714,n07583066
n07583066\sketch_34.JPEG,549,714,584,584,767,584,n07583066
n07583066\sketch_35.JPEG,111,712,464,541,712,451,n07583066
n07583066\sketch_36.JPEG,646,646,111,506,673,600,n07583066
n07583066\sketch_37.JPEG,626,549,828,714,828,925,n07583066
n07583066\sketch_38.JPEG,69,808,111,828,618,818,n07583066
n07583066\sketch_39.JPEG,725,464,725,883,725,790,n07583066
n07583066\sketch_4.JPEG,549,549,549,549,549,549,n07583066
n07583066\sketch_40.JPEG,549,549,549,549,549,549,n07583066
n07583066\sketch_41.JPEG,584,635,464,635,787,409,n07583066
n07583066\sketch_42.JPEG,714,714,398,714,464,464,n07583066
n07583066\sketch_43.JPEG,549,968,659,968,767,676,n07583066
n07583066\sketch_44.JPEG,787,111,712,551,712,535,n07583066
n07583066\sketch_45.JPEG,549,646,111,506,673,600,n07583066
n07583066\sketch_46.JPEG,714,549,968,714,828,659,n07583066
n07583066\sketch_47.JPEG,117,551,111,308,618,818,n07583066
n07583066\sketch_48.JPEG,968,464,725,835,725,790,n07583066
n07583066\sketch_49.JPEG,549,549,549,549,549,549,n07583066
n07583066\sketch_5.JPEG,584,635,464,635,787,409,n07583066
n07583066\sketch_50.JPEG,635,635,111,635,787,409,n07583066
n07583066\sketch_6.JPEG,714,714,398,714,464,464,n07583066
n07583066\sketch_7.JPEG,549,968,659,968,767,676,n07583066
n07583066\sketch_8.JPEG,787,111,712,551,712,535,n07583066
n07583066\sketch_9.JPEG,549,646,111,506,673,600,n07583066
n07584110\sketch_0.JPEG,646,584,584,566,767,566,n07584110
n07584110\sketch_1.JPEG,746,746,512,768,600,772,n07584110
n07584110\sketch_10.JPEG,746,746,549,768,714,772,n07584110
n07584110\sketch_11.JPEG,567,567,567,966,469,567,n07584110
n07584110\sketch_12.JPEG,712,712,610,107,729,712,n07584110
n07584110\sketch_13.JPEG,966,966,966,966,966,966,n07584110
n07584110\sketch_14.JPEG,968,828,828,566,828,600,n07584110
n07584110\sketch_15.JPEG,600,600,600,600,600,600,n07584110
n07584110\sketch_16.JPEG,646,506,111,111,506,600,n07584110
n07584110\sketch_17.JPEG,549,549,111,549,549,549,n07584110
n07584110\sketch_18.JPEG,646,506,646,684,714,684,n07584110
n07584110\sketch_19.JPEG,714,506,600,600,600,512,n07584110
n07584110\sketch_2.JPEG,469,469,567,966,469,567,n07584110
n07584110\sketch_20.JPEG,512,512,512,633,772,560,n07584110
n07584110\sketch_21.JPEG,610,107,610,107,610,712,n07584110
n07584110\sketch_22.JPEG,549,600,772,772,600,828,n07584110
n07584110\sketch_23.JPEG,566,729,828,566,828,684,n07584110
n07584110\sketch_24.JPEG,600,600,600,600,823,600,n07584110
n07584110\sketch_25.JPEG,506,506,111,506,600,823,n07584110
n07584110\sketch_26.JPEG,549,549,111,111,566,549,n07584110
n07584110\sketch_27.JPEG,646,535,646,684,767,584,n07584110
n07584110\sketch_28.JPEG,600,506,650,584,622,512,n07584110
n07584110\sketch_29.JPEG,512,512,512,512,512,512,n07584110
n07584110\sketch_3.JPEG,610,712,610,107,729,712,n07584110
n07584110\sketch_30.JPEG,610,712,610,107,610,712,n07584110
n07584110\sketch_31.JPEG,646,600,772,772,600,828,n07584110
n07584110\sketch_32.JPEG,566,805,506,684,828,591,n07584110
n07584110\sketch_33.JPEG,600,600,600,600,600,600,n07584110
n07584110\sketch_34.JPEG,646,506,111,111,600,451,n07584110
n07584110\sketch_35.JPEG,111,549,111,549,549,549,n07584110
n07584110\sketch_36.JPEG,646,584,584,566,767,566,n07584110
n07584110\sketch_37.JPEG,746,746,512,768,600,772,n07584110
n07584110\sketch_38.JPEG,469,469,567,966,469,567,n07584110
n07584110\sketch_39.JPEG,610,712,610,107,729,712,n07584110
n07584110\sketch_4.JPEG,966,966,966,966,966,966,n07584110
n07584110\sketch_40.JPEG,966,966,966,966,966,966,n07584110
n07584110\sketch_41.JPEG,968,828,828,828,828,566,n07584110
n07584110\sketch_42.JPEG,600,600,600,600,600,600,n07584110
n07584110\sketch_43.JPEG,646,506,111,111,506,600,n07584110
n07584110\sketch_44.JPEG,549,549,111,549,549,549,n07584110
n07584110\sketch_45.JPEG,646,506,584,584,767,566,n07584110
n07584110\sketch_46.JPEG,746,746,549,768,714,772,n07584110
n07584110\sketch_47.JPEG,567,567,567,966,469,567,n07584110
n07584110\sketch_48.JPEG,712,712,610,107,729,712,n07584110
n07584110\sketch_49.JPEG,966,966,966,966,966,966,n07584110
n07584110\sketch_5.JPEG,968,828,828,828,828,566,n07584110
n07584110\sketch_50.JPEG,968,828,828,566,828,600,n07584110
n07584110\sketch_6.JPEG,600,600,600,600,600,600,n07584110
n07584110\sketch_7.JPEG,646,506,111,111,506,600,n07584110
n07584110\sketch_8.JPEG,549,549,111,549,549,549,n07584110
n07584110\sketch_9.JPEG,646,506,584,584,767,566,n07584110
n07590611\sketch_0.JPEG,679,828,111,600,828,892,n07590611
n07590611\sketch_1.JPEG,968,666,725,584,51,584,n07590611
n07590611\sketch_10.JPEG,549,916,549,549,640,464,n07590611
n07590611\sketch_11.JPEG,679,828,111,556,828,892,n07590611
n07590611\sketch_12.JPEG,968,666,857,584,51,584,n07590611
n07590611\sketch_13.JPEG,551,551,861,551,835,828,n07590611
n07590611\sketch_14.JPEG,506,765,765,787,423,700,n07590611
n07590611\sketch_15.JPEG,549,916,600,673,549,966,n07590611
n07590611\sketch_16.JPEG,549,659,917,968,549,828,n07590611
n07590611\sketch_17.JPEG,765,755,765,729,601,679,n07590611
n07590611\sketch_18.JPEG,566,729,729,463,516,711,n07590611
n07590611\sketch_19.JPEG,549,549,111,549,549,549,n07590611
n07590611\sketch_2.JPEG,551,551,551,551,835,828,n07590611
n07590611\sketch_20.JPEG,572,966,823,917,619,572,n07590611
n07590611\sketch_21.JPEG,549,464,549,868,640,464,n07590611
n07590611\sketch_22.JPEG,549,584,111,828,828,566,n07590611
n07590611\sketch_23.JPEG,584,112,643,584,917,584,n07590611
n07590611\sketch_24.JPEG,584,714,714,714,828,714,n07590611
n07590611\sketch_25.JPEG,549,765,111,600,703,684,n07590611
n07590611\sketch_26.JPEG,549,600,600,673,549,600,n07590611
n07590611\sketch_27.JPEG,549,916,916,549,917,584,n07590611
n07590611\sketch_28.JPEG,714,584,111,729,111,714,n07590611
n07590611\sketch_29.JPEG,861,772,729,861,861,725,n07590611
n07590611\sketch_3.JPEG,506,506,765,787,703,700,n07590611
n07590611\sketch_30.JPEG,549,549,111,111,566,549,n07590611
n07590611\sketch_31.JPEG,917,917,409,917,917,600,n07590611
n07590611\sketch_32.JPEG,549,916,916,549,640,464,n07590611
n07590611\sketch_33.JPEG,549,584,111,828,828,566,n07590611
n07590611\sketch_34.JPEG,584,112,725,584,327,584,n07590611
n07590611\sketch_35.JPEG,584,714,714,714,828,828,n07590611
n07590611\sketch_36.JPEG,549,765,111,684,703,684,n07590611
n07590611\sketch_37.JPEG,549,916,600,673,549,600,n07590611
n07590611\sketch_38.JPEG,549,916,916,549,917,566,n07590611
n07590611\sketch_39.JPEG,584,584,111,729,584,714,n07590611
n07590611\sketch_4.JPEG,549,600,600,673,549,600,n07590611
n07590611\sketch_40.JPEG,861,772,729,861,516,725,n07590611
n07590611\sketch_41.JPEG,111,549,111,549,549,549,n07590611
n07590611\sketch_42.JPEG,409,917,409,917,917,917,n07590611
n07590611\sketch_43.JPEG,549,916,916,549,640,464,n07590611
n07590611\sketch_44.JPEG,679,828,111,600,828,892,n07590611
n07590611\sketch_45.JPEG,968,666,725,584,51,584,n07590611
n07590611\sketch_46.JPEG,551,551,551,551,835,828,n07590611
n07590611\sketch_47.JPEG,506,506,765,787,703,700,n07590611
n07590611\sketch_48.JPEG,549,600,600,673,549,600,n07590611
n07590611\sketch_49.JPEG,646,659,828,968,549,828,n07590611
n07590611\sketch_5.JPEG,646,659,828,968,549,828,n07590611
n07590611\sketch_50.JPEG,765,755,765,516,601,679,n07590611
n07590611\sketch_6.JPEG,765,755,765,516,601,679,n07590611
n07590611\sketch_7.JPEG,566,729,729,729,516,711,n07590611
n07590611\sketch_8.JPEG,549,549,111,549,549,549,n07590611
n07590611\sketch_9.JPEG,572,917,619,917,545,409,n07590611
n07613480\sketch_0.JPEG,696,895,666,755,428,674,n07613480
n07613480\sketch_1.JPEG,572,572,572,968,572,572,n07613480
n07613480\sketch_10.JPEG,879,677,879,319,879,895,n07613480
n07613480\sketch_11.JPEG,591,901,901,549,443,711,n07613480
n07613480\sketch_12.JPEG,846,846,619,572,846,772,n07613480
n07613480\sketch_13.JPEG,584,711,512,623,899,772,n07613480
n07613480\sketch_14.JPEG,846,677,879,584,879,512,n07613480
n07613480\sketch_15.JPEG,549,677,584,623,879,895,n07613480
n07613480\sketch_16.JPEG,591,901,572,591,443,711,n07613480
n07613480\sketch_17.JPEG,846,846,619,846,846,772,n07613480
n07613480\sketch_18.JPEG,584,438,512,623,899,488,n07613480
n07613480\sketch_19.JPEG,532,677,584,532,879,584,n07613480
n07613480\sketch_2.JPEG,572,572,572,572,572,470,n07613480
n07613480\sketch_20.JPEG,696,895,666,755,428,674,n07613480
n07613480\sketch_21.JPEG,572,572,572,968,572,572,n07613480
n07613480\sketch_22.JPEG,572,572,572,572,572,470,n07613480
n07613480\sketch_23.JPEG,572,572,572,846,883,488,n07613480
n07613480\sketch_24.JPEG,828,729,968,572,968,674,n07613480
n07613480\sketch_25.JPEG,828,895,666,755,968,968,n07613480
n07613480\sketch_26.JPEG,572,572,572,883,572,572,n07613480
n07613480\sketch_27.JPEG,572,572,572,572,505,772,n07613480
n07613480\sketch_28.JPEG,572,572,572,846,711,488,n07613480
n07613480\sketch_29.JPEG,828,729,968,572,428,512,n07613480
n07613480\sketch_3.JPEG,572,572,572,846,883,488,n07613480
n07613480\sketch_30.JPEG,879,677,879,319,879,895,n07613480
n07613480\sketch_31.JPEG,591,901,901,549,443,711,n07613480
n07613480\sketch_32.JPEG,846,846,619,572,846,772,n07613480
n07613480\sketch_33.JPEG,584,711,512,623,899,772,n07613480
n07613480\sketch_34.JPEG,846,677,879,584,879,512,n07613480
n07613480\sketch_35.JPEG,549,677,584,623,879,895,n07613480
n07613480\sketch_36.JPEG,591,901,572,591,443,711,n07613480
n07613480\sketch_37.JPEG,846,846,619,846,846,772,n07613480
n07613480\sketch_38.JPEG,584,438,512,623,899,488,n07613480
n07613480\sketch_39.JPEG,532,677,584,532,879,584,n07613480
n07613480\sketch_4.JPEG,828,729,968,572,968,674,n07613480
n07613480\sketch_40.JPEG,696,895,666,755,428,674,n07613480
n07613480\sketch_41.JPEG,572,572,572,968,572,572,n07613480
n07613480\sketch_42.JPEG,572,572,572,572,572,470,n07613480
n07613480\sketch_43.JPEG,572,572,572,846,883,488,n07613480
n07613480\sketch_44.JPEG,828,729,968,572,968,674,n07613480
n07613480\sketch_45.JPEG,828,895,666,755,968,968,n07613480
n07613480\sketch_46.JPEG,572,572,572,883,572,572,n07613480
n07613480\sketch_47.JPEG,572,572,572,572,505,772,n07613480
n07613480\sketch_48.JPEG,572,572,572,846,711,488,n07613480
n07613480\sketch_49.JPEG,828,729,968,572,428,512,n07613480
n07613480\sketch_5.JPEG,828,895,666,755,968,968,n07613480
n07613480\sketch_6.JPEG,572,572,572,883,572,572,n07613480
n07613480\sketch_7.JPEG,572,572,572,572,505,772,n07613480
n07613480\sketch_8.JPEG,572,572,572,846,711,488,n07613480
n07613480\sketch_9.JPEG,828,729,968,572,428,512,n07613480
n07614500\sketch_0.JPEG,549,916,600,600,512,700,n07614500
n07614500\sketch_1.JPEG,966,966,572,968,572,968,n07614500
n07614500\sketch_10.JPEG,572,572,572,572,545,572,n07614500
n07614500\sketch_11.JPEG,549,549,600,600,488,600,n07614500
n07614500\sketch_12.JPEG,883,918,968,765,870,494,n07614500
n07614500\sketch_13.JPEG,463,960,659,506,883,883,n07614500
n07614500\sketch_14.JPEG,988,929,600,883,828,600,n07614500
n07614500\sketch_15.JPEG,549,823,409,600,823,600,n07614500
n07614500\sketch_16.JPEG,503,559,674,559,765,772,n07614500
n07614500\sketch_17.JPEG,549,828,823,549,823,600,n07614500
n07614500\sketch_18.JPEG,549,714,556,684,640,729,n07614500
n07614500\sketch_19.JPEG,902,506,916,600,549,600,n07614500
n07614500\sketch_2.JPEG,503,503,572,968,572,968,n07614500
n07614500\sketch_20.JPEG,572,503,572,572,968,572,n07614500
n07614500\sketch_21.JPEG,549,916,616,456,549,826,n07614500
